window,count,start_utc,end_utc,open,close,low,low_time_utc,high,high_time_utc,return_pct,high_from_open_pct,quote_volume_usdt,trades,taker_buy_quote_share_pct,max_hour_or_minute_quote_volume_usdt,max_volume_time_utc,max_volume_share_pct,funding_observations,cumulative_funding_pct,min_funding_pct
pre_squeeze_2025-09-01_to_2025-09-08,168,2025-09-01T00:00:00+00:00,2025-09-07T23:00:00+00:00,1.2069,3.488,0.9622,2025-09-02T11:00:00+00:00,3.73,2025-09-07T19:00:00+00:00,189.00488855746124,209.05625983925756,2705137367.35491,13989891,50.6199808581105,398943589.85813,2025-09-07T15:00:00+00:00,14.747627779369225,168,4.094964999999999,-0.11110300000000001
squeeze_2025-09-08_to_2025-09-10,48,2025-09-08T00:00:00+00:00,2025-09-09T23:00:00+00:00,3.4895,14.478,3.428,2025-09-08T02:00:00+00:00,18.58,2025-09-09T18:00:00+00:00,314.9018484023499,432.45450637627164,12549705179.44689,44172096,50.82052829323759,720471299.4945,2025-09-08T19:00:00+00:00,5.740942031645829,48,-19.358418,-2.0
post_squeeze_2025-09-10_to_2025-09-12,48,2025-09-10T00:00:00+00:00,2025-09-11T23:00:00+00:00,14.4838,13.272,11.732,2025-09-11T21:00:00+00:00,18.65,2025-09-11T03:00:00+00:00,-8.366588878609205,28.764550739446815,4787041232.1457,16774614,50.92935264616487,227794574.3992,2025-09-10T11:00:00+00:00,4.758567209940145,48,-23.330855,-2.0
minute_squeeze_2025-09-08_to_2025-09-10,2880,2025-09-08T00:00:00+00:00,2025-09-09T23:59:00+00:00,3.4895,14.478,3.428,2025-09-08T02:53:00+00:00,18.58,2025-09-09T18:34:00+00:00,314.9018484023499,432.45450637627164,12549705179.44689,44172096,50.82052829323759,52418129.1115,2025-09-08T16:47:00+00:00,0.41768414765111045,48,-19.358418,-2.0
