timestamp_utc,open,high,low,close,base_volume,quote_volume,trades,taker_buy_base,taker_buy_quote,mark_close,index_close,premium_close,last_minus_mark_pct,mark_minus_index_pct,funding_rate_pct
2025-09-01T19:00:00+00:00,1.0626,1.0678,1.0516,1.0523,1597984.0,1692821.61713,12700,661842.0,701504.8722,1.05224531,1.05126342,0.00024398,0.0051974572355284465,0.09340094797554155,0.00125
2025-09-01T20:00:00+00:00,1.052,1.0597,1.0396,1.0428,2563727.0,2682380.12774,16570,1100549.0,1151702.3191,1.0425384,1.04096132,0.00147523,0.025092600905640694,0.15150226715434645,0.005999
2025-09-01T21:00:00+00:00,1.0428,1.0529,1.0326,1.0358,1687580.0,1760848.33564,11710,677613.0,707861.95811,1.03567764,1.03491884,0.00058981,0.011814486986505557,0.07331975906439414,0.017624
2025-09-01T22:00:00+00:00,1.0358,1.0375,1.0173,1.0309,2469231.0,2540052.85734,13260,1114490.0,1147251.73449,1.0309,1.03004138,0.00038944,0.0,0.08335781616850557,0.033965999999999996
2025-09-01T23:00:00+00:00,1.0308,1.0358,1.01192,1.0189,2206421.0,2250487.22272,13018,1093609.0,1116296.94316,1.0183,1.01713573,0.0008007,0.05892173229893327,0.11446554925369501,0.025614
2025-09-02T00:00:00+00:00,1.0189,1.0703,1.0189,1.0344,4532039.0,4744338.69263,33223,2591028.0,2712477.17882,1.03398972,1.03355823,9.993e-05,0.03967931131849678,0.04174801065635059,0.00125
2025-09-02T01:00:00+00:00,1.0343,1.0458,1.0112,1.0401,2418607.0,2476402.58453,19410,1284314.0,1315517.86762,1.02082509,1.01972996,0.00080766,1.888169696142561,0.10739411834088664,0.00125
2025-09-02T02:00:00+00:00,1.0401,1.0536,1.029,1.0402,2513694.0,2610383.82692,19933,1302751.0,1353306.70184,1.04007919,1.03932285,0.00020601,0.011615461703451402,0.0727723825180826,0.010523
2025-09-02T03:00:00+00:00,1.0399,1.043,1.0285,1.0306,1372911.0,1420347.89095,13374,671147.0,694827.56737,1.03023147,1.02948586,0.00059495,0.03577157277092624,0.07242547265291499,0.004768
2025-09-02T04:00:00+00:00,1.0307,1.047,1.02,1.0363,1959903.0,2027984.00778,17824,904289.0,936481.54315,1.0363,1.03470644,0.00084765,0.0,0.15401083228978596,0.004824
2025-09-02T05:00:00+00:00,1.0363,1.04,1.0161,1.0225,1619972.0,1663597.37704,15752,709974.0,729618.28157,1.02197605,1.02047874,0.00126244,0.051268324732278714,0.14672623165083998,0.003649
2025-09-02T06:00:00+00:00,1.0223,1.0235,1.015,1.0173,1611636.0,1641363.52446,13534,844718.0,860479.80714,1.01715399,1.01627612,0.00081081,0.01435475861428781,0.08638105163782939,0.019608
2025-09-02T07:00:00+00:00,1.0173,1.0292,1.01,1.0193,1904208.0,1937209.16262,13468,794687.0,809141.81694,1.01886483,1.01762368,0.00080399,0.04271125935322306,0.12196551872691863,0.025074
2025-09-02T08:00:00+00:00,1.0194,1.0199,0.9903,0.9914,3828133.0,3841697.00311,21471,1499591.0,1506472.2846,0.99168106,0.991681,-0.00016529,-0.028341773513351765,6.050332723717133e-06,0.021485
2025-09-02T09:00:00+00:00,0.9913,1.0036,0.99,0.9962,2092300.0,2082590.89368,17254,1144717.0,1139896.57345,0.99585518,0.99431083,0.00139778,0.034625516533437484,0.15531863411364366,0.00125
2025-09-02T10:00:00+00:00,0.996,0.9999,0.982,0.9859,2743249.0,2714692.59923,17054,1269908.0,1256903.00913,0.986,0.98505138,0.00039014,-0.010141987829614951,0.09630157565994057,0.013483
2025-09-02T11:00:00+00:00,0.9859,1.1067,0.9622,1.1041,14379244.0,14832360.12146,85640,7814656.0,8087105.84262,1.1035169,1.10211077,0.0,0.05284015133797393,0.12758517911952705,0.042769999999999996
2025-09-02T12:00:00+00:00,1.1041,1.1678,1.0717,1.1467,16217049.0,18272907.50717,133276,8148542.0,9189535.88516,1.1462,1.14514974,7.032e-05,0.04362240446693644,0.0917137701136106,0.039312
2025-09-02T13:00:00+00:00,1.1463,1.22333,1.115,1.1703,11956700.0,14071926.26213,132379,6062079.0,7134824.41225,1.1702448,1.16827213,0.00104025,0.004716961784390072,0.16885363857819247,0.028227
2025-09-02T14:00:00+00:00,1.1703,1.2,1.1439,1.1828,6074923.0,7137514.99663,81680,2977890.0,3500360.02248,1.1831,1.18012702,0.00121176,-0.025357112670099102,0.2519203398969827,0.040750999999999996
2025-09-02T15:00:00+00:00,1.1829,1.205,1.1616,1.1895,4002449.0,4734978.601,57412,1963929.0,2324605.09457,1.18827915,1.18575631,0.00219467,0.10274100997227364,0.21276209780407562,0.048455
2025-09-02T16:00:00+00:00,1.1895,1.219,1.18,1.1919,4698178.0,5635561.7888,63326,2347803.0,2819348.66278,1.19082454,1.18765635,0.00246425,0.09031221341810891,0.2667598249274761,0.015951999999999997
2025-09-02T17:00:00+00:00,1.1919,1.209,1.1859,1.1939,2449781.0,2936379.44755,32251,1122392.0,1345857.14822,1.1933,1.19133087,0.00063018,0.050280734098717694,0.16528825447124085,0.030539
2025-09-02T18:00:00+00:00,1.1939,1.2085,1.1899,1.2028,2287560.0,2744561.13084,28683,1119504.0,1343351.80463,1.2019,1.20076598,0.00040597,0.07488143772360623,0.09444138315777284,0.031965
2025-09-02T19:00:00+00:00,1.2023,1.21,1.1969,1.1999,2171760.0,2613890.64663,26045,951916.0,1146184.4388,1.1999,1.1988434,0.00027834,0.0,0.0881349474001425,0.029781000000000002
2025-09-02T20:00:00+00:00,1.2002,1.2089,1.195,1.2037,2498664.0,3006645.50415,29544,1193880.0,1437044.05689,1.2031857,1.20239518,0.0,0.0427448564257471,0.06574543986446191,0.00125
2025-09-02T21:00:00+00:00,1.2035,1.2062,1.1976,1.2032,1248726.0,1501512.82369,12952,641402.0,771264.80309,1.2032,1.20190147,0.0004163,0.0,0.10803963822425544,0.004453
2025-09-02T22:00:00+00:00,1.2032,1.2058,1.1976,1.204,1216045.0,1461290.99846,14515,712876.0,856710.47456,1.20399607,1.20233477,0.00086837,0.0003264130255642428,0.13817283184782703,0.016812
2025-09-02T23:00:00+00:00,1.2042,1.214,1.1721,1.2044,3387190.0,4043107.55599,32074,1724512.0,2061157.87006,1.20439897,1.20254696,0.00049792,8.551983401439145e-05,0.1540072913243984,0.015802
2025-09-03T00:00:00+00:00,1.2043,1.2176,1.1934,1.2041,2105963.0,2534701.48209,25101,1095677.0,1319572.14582,1.20331968,1.20187762,0.00114743,0.06484727317017658,0.11998392981140693,0.009622
2025-09-03T01:00:00+00:00,1.2044,1.2068,1.1968,1.2025,1055025.0,1268431.68809,13023,532881.0,640835.90929,1.20246054,1.20073403,0.00085045,0.0032816045672401373,0.1437878794856795,0.002104
2025-09-03T02:00:00+00:00,1.2025,1.2123,1.1994,1.2045,1365362.0,1644301.86365,17351,723452.0,871490.70988,1.2042,1.20340838,0.0,0.024912805181864783,0.06578149306222247,0.017373
2025-09-03T03:00:00+00:00,1.2044,1.2065,1.16,1.194,4224196.0,5016866.63726,43137,1917015.0,2278000.4911,1.194,1.1923409,0.00066395,0.0,0.13914644712764712,0.00125
2025-09-03T04:00:00+00:00,1.1943,1.2025,1.1734,1.2,2455300.0,2912968.52693,29248,1295276.0,1537555.78593,1.19964765,1.19799767,0.00074752,0.029371124096311263,0.13772814766828123,0.00125
2025-09-03T05:00:00+00:00,1.1999,1.241,1.1951,1.2306,3686773.0,4471400.89571,37809,2052126.0,2491298.72893,1.2298,1.22771601,0.00058345,0.06505122784192796,0.1697452817284617,0.031456000000000005
2025-09-03T06:00:00+00:00,1.2304,1.2312,1.154,1.1548,6569043.0,7779312.09259,75027,2766223.0,3277002.92246,1.15549218,1.15526712,0.0,-0.05990347766784421,0.019481208813432183,0.018156
2025-09-03T07:00:00+00:00,1.1548,1.2052,1.131,1.1861,7567168.0,8824757.99901,77689,3785816.0,4421826.20645,1.1855,1.18456105,0.00028149,0.05061155630534664,0.07926564865525787,0.00125
2025-09-03T08:00:00+00:00,1.1861,1.1884,1.1568,1.1806,3267134.0,3835493.51923,41993,1651142.0,1939911.93494,1.1806,1.17886498,0.00069829,0.0,0.1471771601867511,0.001645
2025-09-03T09:00:00+00:00,1.1805,1.205,1.1761,1.188,3023492.0,3594133.56615,44052,1565950.0,1862029.68411,1.18798311,1.18673845,0.00027177,0.0014217373847991155,0.10488073425110045,0.008258
2025-09-03T10:00:00+00:00,1.1879,1.1972,1.1722,1.1753,2936298.0,3472207.06062,27919,1337055.0,1581844.68398,1.1753,1.17382697,0.00036778,0.0,0.1254895344583895,0.00125
2025-09-03T11:00:00+00:00,1.1754,1.1837,1.1552,1.1602,2414209.0,2821817.82053,25372,1078627.0,1261013.09634,1.16,1.15840848,0.00071541,0.017241379310339866,0.13738849701789846,0.006881999999999999
2025-09-03T12:00:00+00:00,1.16,1.1704,1.1399,1.1495,3030379.0,3491850.57128,29732,1318504.0,1520113.95914,1.1495,1.14910938,0.0,0.0,0.03399328269340085,0.01727
2025-09-03T13:00:00+00:00,1.1495,1.162,1.1348,1.1529,2837504.0,3247227.1142,27130,1400745.0,1604634.41706,1.15257728,1.15032888,0.00205634,0.027999857849003718,0.19545714613371512,0.031553
2025-09-03T14:00:00+00:00,1.1529,1.1641,1.1229,1.1319,3500084.0,3976201.84535,31008,1715209.0,1949344.96091,1.1319,1.13084334,0.00063406,0.0,0.09343999850588425,0.031255
2025-09-03T15:00:00+00:00,1.1319,1.1888,1.1284,1.1721,5158635.0,6028595.90057,47897,2577554.0,3008028.79733,1.17184283,1.17059793,0.00057317,0.021945775782916677,0.10634736044679016,0.036235
2025-09-03T16:00:00+00:00,1.1722,1.1791,1.1541,1.1695,2343977.0,2733115.71148,25712,1093710.0,1276170.14451,1.16990873,1.16875508,0.00011624,-0.034936913412042525,0.09870759235544035,0.054717
2025-09-03T17:00:00+00:00,1.1696,1.178,1.1612,1.1745,894906.0,1046295.17875,13446,475516.0,555963.01697,1.17438577,1.17273035,0.00099116,0.009726786795116737,0.1411594745543976,0.042392
2025-09-03T18:00:00+00:00,1.1746,1.1754,1.1574,1.1603,1215701.0,1418139.69072,15174,537526.0,627427.65052,1.1603,1.15942107,0.0,0.0,0.07580766149093421,0.00125
2025-09-03T19:00:00+00:00,1.1602,1.1619,1.144,1.1466,1204840.0,1387375.6484,11013,513143.0,590788.5571,1.1466,1.14519197,0.00098653,0.0,0.12295143843874534,0.035598
2025-09-03T20:00:00+00:00,1.1468,1.154,1.142,1.147,757672.0,869082.45231,10502,294227.0,337640.34173,1.1473,1.14587295,0.0006652,-0.02614834829599566,0.12453823960152377,0.06394
2025-09-03T21:00:00+00:00,1.147,1.1704,1.143,1.146,912736.0,1052181.66025,11117,469618.0,541622.36381,1.146,1.14473299,0.00040177,0.0,0.1106817057836107,0.041424
2025-09-03T22:00:00+00:00,1.1459,1.1498,1.14,1.1427,850568.0,973342.17949,10327,418008.0,478455.28538,1.143,1.14221825,0.00035792,-0.02624671916010568,0.06844138587349669,0.020624
2025-09-03T23:00:00+00:00,1.1426,1.1462,1.13,1.1336,1546954.0,1759970.41786,13591,657173.0,747932.17692,1.13341242,1.13186076,0.00112742,0.016550021571148932,0.1370893006309437,0.021968
2025-09-04T00:00:00+00:00,1.1337,1.1365,1.1219,1.1251,1621633.0,1831697.25646,15762,791318.0,894521.7543,1.12491172,1.12354764,0.00087682,0.01673731339557616,0.12140829204181358,0.043913999999999995
2025-09-04T01:00:00+00:00,1.1248,1.1305,1.1167,1.1225,1102087.0,1238118.46045,12061,513260.0,576754.6067,1.12272517,1.12101876,0.00078709,-0.02005566509211132,0.15221957570095146,0.054204
2025-09-04T02:00:00+00:00,1.1228,1.136,1.1168,1.1172,1126550.0,1266246.34725,11540,477991.0,537528.8255,1.11680995,1.11505861,0.00158385,0.03492536935223445,0.15706259601906414,0.026755
2025-09-04T03:00:00+00:00,1.1171,1.1274,1.1078,1.1087,1646422.0,1834927.72108,15480,658943.0,735038.7343,1.10852062,1.10820233,0.0,0.016181927224767634,0.028721289550071027,0.014692
2025-09-04T04:00:00+00:00,1.1087,1.1156,1.0973,1.1015,1482513.0,1639019.36446,13731,669340.0,740283.2612,1.10107919,1.0996188,0.00105105,0.03821795960015084,0.13280875154191296,0.016892
2025-09-04T05:00:00+00:00,1.1012,1.1121,1.0884,1.0956,1750357.0,1926086.09254,16287,783018.0,862210.48196,1.096,1.0949224,0.00025363,-0.03649635036497845,0.09841793354488093,0.010077
2025-09-04T06:00:00+00:00,1.0956,1.2345,1.092,1.1611,7996783.0,9221508.11306,74417,4292350.0,4954212.19992,1.1601,1.15926198,0.00022721,0.08619946556331914,0.07228909551575402,0.00125
2025-09-04T07:00:00+00:00,1.1615,1.1801,1.153,1.1786,2653104.0,3085716.50748,36492,1343745.0,1563898.42472,1.1787,1.1770144,0.0,-0.008483922965973889,0.14320980270079442,0.033539
2025-09-04T08:00:00+00:00,1.1785,1.18,1.1346,1.1415,2536837.0,2924620.81622,27284,1042055.0,1201664.23603,1.14012821,1.13868453,0.00126944,0.12031892448305381,0.12678489625217448,0.014893
2025-09-04T09:00:00+00:00,1.1416,1.1422,1.125,1.1281,1652376.0,1872898.91652,16992,735567.0,834036.59064,1.12744574,1.12658676,0.00032831,0.05803028711608427,0.07624623602002778,0.00125
2025-09-04T10:00:00+00:00,1.1277,1.133,1.1194,1.1297,1208523.0,1359751.04656,12227,617309.0,694610.8929,1.12964192,1.1275164,0.00105101,0.00514145225771756,0.1885134442390468,0.025679
2025-09-04T11:00:00+00:00,1.1293,1.1473,1.126,1.1274,1435953.0,1631652.12003,15418,724773.0,823732.82918,1.1274,1.12631475,0.00024961,0.0,0.09635406088750464,0.030479
2025-09-04T12:00:00+00:00,1.1275,1.1427,1.1261,1.1359,1160968.0,1317702.90403,15655,574449.0,651902.74763,1.13560641,1.13405161,0.00099132,0.025853147482668426,0.13710134409139485,0.011682
2025-09-04T13:00:00+00:00,1.1358,1.1576,1.132,1.1455,1462581.0,1676701.9117,15624,646028.0,740159.2395,1.14546231,1.14488077,0.00021492,0.0032903745213364033,0.05079480896512667,0.013368000000000001
2025-09-04T14:00:00+00:00,1.1455,1.1643,1.145,1.1513,2024674.0,2338308.36002,21226,1079751.0,1247372.34821,1.15131345,1.1509521,0.00026496,-0.0011682309452698547,0.03139574618264973,0.007812
2025-09-04T15:00:00+00:00,1.1515,1.1679,1.1513,1.158,1668780.0,1935023.80616,19273,850179.0,985765.50124,1.158,1.15627552,0.00069645,0.0,0.1491409244744668,0.044331999999999996
2025-09-04T16:00:00+00:00,1.1583,1.164,1.1481,1.1512,1042047.0,1203781.02608,15202,486893.0,562502.19194,1.1512,1.14958685,0.00061857,0.0,0.1403243260828857,0.021828
2025-09-04T17:00:00+00:00,1.1512,1.1542,1.1422,1.143,869894.0,999095.93859,10224,366536.0,421105.96984,1.14284944,1.14178476,0.00066532,0.013174088793355132,0.09324699692085936,0.00125
2025-09-04T18:00:00+00:00,1.143,1.1538,1.1398,1.1442,930530.0,1066206.21674,13568,473960.0,543105.62803,1.1442,1.14244544,0.00102823,0.0,0.15357932541619768,0.026046
2025-09-04T19:00:00+00:00,1.1442,1.1472,1.1338,1.1364,713174.0,813261.66698,7834,254658.0,290390.9859,1.1364,1.13537617,0.00063135,0.0,0.09017539975320066,0.019004
2025-09-04T20:00:00+00:00,1.1364,1.151,1.1357,1.1383,915281.0,1045643.46648,10726,435698.0,497758.40332,1.13829067,1.13608158,0.00137298,0.0008196500459911604,0.19444818390594865,0.052400999999999996
2025-09-04T21:00:00+00:00,1.1384,1.1404,1.13,1.1344,853785.0,968213.96234,9051,376268.0,426716.70945,1.13407439,1.13262362,0.00087273,0.028711520414459457,0.12808932944556872,0.064027
2025-09-04T22:00:00+00:00,1.1344,1.1386,1.13,1.137,738752.0,836850.84776,9547,398078.0,450913.044,1.13693163,1.13552124,0.00060217,0.006013554218720074,0.12420639529384658,0.086151
2025-09-04T23:00:00+00:00,1.1369,1.1577,1.1368,1.1432,1178768.0,1353609.57916,15894,551494.0,633109.43087,1.1432,1.14057531,0.00182391,0.0,0.23011983312175577,0.03938
2025-09-05T00:00:00+00:00,1.1433,1.1562,1.1351,1.1405,1148405.0,1313888.02893,21317,577649.0,660981.32502,1.1406,1.13940344,0.00059116,-0.00876731544801057,0.10501635838489065,0.022653
2025-09-05T01:00:00+00:00,1.1403,1.1473,1.1339,1.1429,678256.0,774191.1036,13854,283143.0,323080.2971,1.14299619,1.14198937,0.00026564,-0.00841560110537154,0.08816369280215675,0.024487000000000002
2025-09-05T02:00:00+00:00,1.1429,1.1626,1.1413,1.1588,1372964.0,1581397.92611,15588,767541.0,884398.90047,1.1588,1.15685893,0.00080817,0.0,0.16778796011023278,0.031656000000000004
2025-09-05T03:00:00+00:00,1.1586,1.1719,1.1467,1.1562,2077455.0,2413140.14867,27133,1049411.0,1219647.93778,1.15582399,1.15504042,0.00019536,0.03253176982420669,0.06783918436379377,0.00125
2025-09-05T04:00:00+00:00,1.1565,1.1652,1.1376,1.164,2574806.0,2961357.74521,35486,1209848.0,1392055.93897,1.16366643,1.16120469,0.00071949,0.028665431209518033,0.21199879928146537,0.006938000000000001
2025-09-05T05:00:00+00:00,1.1644,1.1797,1.157,1.1777,1933325.0,2263211.33252,22450,1025867.0,1201058.85016,1.1777,1.175415,0.00080106,0.0,0.1943994248839731,0.008735
2025-09-05T06:00:00+00:00,1.1774,1.2214,1.1764,1.2131,3298351.0,3949582.91991,35695,1882330.0,2253714.59976,1.21339989,1.21246195,0.00136505,-0.02471485307288246,0.07735830390389609,0.044488
2025-09-05T07:00:00+00:00,1.2129,1.2292,1.148,1.1903,6516557.0,7743947.13007,66182,3016521.0,3586523.06801,1.1906133,1.19010707,0.0,-0.02631416934449904,0.042536508921009464,0.026529
2025-09-05T08:00:00+00:00,1.1911,1.2444,1.1836,1.2042,4587486.0,5590386.64532,53469,2343870.0,2858218.66656,1.2042,1.20328481,0.0,0.0,0.07605763759288564,0.037384
2025-09-05T09:00:00+00:00,1.2042,1.2456,1.196,1.2295,3884211.0,4788161.81539,49808,1879558.0,2318039.67765,1.229,1.22821024,0.00033913,0.040683482506098656,0.06430169479780812,0.038741
2025-09-05T10:00:00+00:00,1.2296,1.24,1.2296,1.2389,2157941.0,2671796.8237,20452,974004.0,1206157.88478,1.2388,1.23665011,0.00138316,0.008072328059416378,0.17384788006042928,0.058849
2025-09-05T11:00:00+00:00,1.2389,1.24,1.2238,1.2264,2563615.0,3167228.2939,20332,1127007.0,1392838.45934,1.2264,1.22481175,0.00100485,0.0,0.1296729885225112,0.07781
2025-09-05T12:00:00+00:00,1.2269,1.2375,1.2158,1.2331,2530324.0,3106982.2369,25300,1194704.0,1467775.37632,1.23262912,1.23084571,0.00151991,0.0382012717661695,0.1448930589358577,0.074688
2025-09-05T13:00:00+00:00,1.2331,1.239,1.222,1.2326,1825985.0,2249876.97553,17547,863629.0,1064112.6737,1.23205084,1.23140766,0.00048096,0.04457283597159023,0.05223128139386635,0.036971
2025-09-05T14:00:00+00:00,1.2326,1.2996,1.2312,1.2674,11382645.0,14350305.56023,72035,6552665.0,8252262.71745,1.26835147,1.26710649,0.00049687,-0.07501627289476787,0.09825377818086789,0.005608
2025-09-05T15:00:00+00:00,1.2677,1.3024,1.2177,1.251,7363924.0,9250758.95475,76320,3328102.0,4188915.07186,1.25037902,1.25004088,0.0,0.049663341280292705,0.027050315346488496,0.035512
2025-09-05T16:00:00+00:00,1.251,1.2898,1.2325,1.2405,3530164.0,4466294.2246,50279,1556541.0,1971950.23167,1.2402,1.23884169,0.00063065,0.02418964683115199,0.10964354937068599,0.00125
2025-09-05T17:00:00+00:00,1.2405,1.2501,1.2252,1.2301,1982876.0,2452913.63366,28057,957448.0,1185272.3509,1.2301,1.22940041,0.0,0.0,0.056904975328575524,0.00125
2025-09-05T18:00:00+00:00,1.2302,1.2426,1.2234,1.2299,1288722.0,1586982.93667,20968,716952.0,883410.64319,1.2299,1.22790914,0.00040523,0.0,0.16213414617958222,0.017675
2025-09-05T19:00:00+00:00,1.2298,1.237,1.2033,1.2157,2014048.0,2452058.08338,25892,886894.0,1080498.12874,1.21351194,1.21174811,0.00279218,0.18030807344178168,0.14556077995451222,0.021625
2025-09-05T20:00:00+00:00,1.2158,1.23466,1.2135,1.2191,1367431.0,1673932.88569,21959,661243.0,809701.52641,1.21841048,1.21818495,0.0,0.05659176536303434,0.01851360911986344,0.009892
2025-09-05T21:00:00+00:00,1.2191,1.231,1.218,1.225,776674.0,951090.04723,12874,401747.0,491762.27282,1.22469752,1.22284576,0.00116716,0.024698343473406048,0.15143038153888622,0.00125
2025-09-05T22:00:00+00:00,1.225,1.2257,1.1416,1.1601,5225550.0,6163569.77569,41672,1913374.0,2259216.53281,1.15985727,1.15842346,0.00032595,0.020927574993767628,0.1237725278802504,0.007562
2025-09-05T23:00:00+00:00,1.1601,1.1856,1.15,1.1562,4902220.0,5707927.05299,51272,2556648.0,2978322.38891,1.157,1.15575011,0.0,-0.06914433880726989,0.10814534986287594,0.004053
2025-09-06T00:00:00+00:00,1.157,1.2334,1.1409,1.196,8932825.0,10632095.6359,100928,4652477.0,5542971.78875,1.19583014,1.19476834,0.00031137,0.014204358488578706,0.08887078477488597,0.024543
2025-09-06T01:00:00+00:00,1.1962,1.2484,1.185,1.243,2800283.0,3408149.05919,37373,1524527.0,1857965.89564,1.24254759,1.24035753,0.00052639,0.03640987304156518,0.17656683230680148,0.15268700000000002
2025-09-06T02:00:00+00:00,1.2434,1.2562,1.2186,1.2364,2469625.0,3057365.95904,31826,1284224.0,1591046.66644,1.23550654,1.23343802,0.00205336,0.07231527888147404,0.16770360297473363,0.031286999999999995
2025-09-06T03:00:00+00:00,1.2365,1.25,1.2301,1.2324,1072149.0,1325610.40411,19899,543934.0,672862.57623,1.23278178,1.23106592,0.0002207,-0.03096898463247344,0.13938002605091704,0.008597
2025-09-06T04:00:00+00:00,1.2328,1.2525,1.228,1.2347,1141108.0,1411577.24101,22533,537966.0,665920.33613,1.23499079,1.23212455,0.00137044,-0.02354592458134741,0.23262583315948326,0.00125
2025-09-06T05:00:00+00:00,1.2347,1.2516,1.2286,1.2406,1354759.0,1683718.56405,21322,775406.0,963886.12089,1.24055317,1.23937656,0.00051416,0.003774928889166418,0.09493563441285158,0.00125
2025-09-06T06:00:00+00:00,1.2408,1.2652,1.2407,1.2481,2151187.0,2689828.51459,29908,1043404.0,1305460.26723,1.24793212,1.24476435,0.00158419,0.013452654780610196,0.2544875260927837,0.018998
2025-09-06T07:00:00+00:00,1.2483,1.26,1.2378,1.2484,1493308.0,1865398.43692,22388,795718.0,994181.21288,1.2484,1.24535172,0.00137539,0.0,0.2447726173293363,0.042957999999999996
2025-09-06T08:00:00+00:00,1.2485,1.2589,1.2383,1.2552,1526456.0,1906785.9412,24645,780850.0,975636.0549,1.255,1.25411961,3.664e-05,0.015936254980086773,0.07019984321909867,0.062328999999999996
2025-09-06T09:00:00+00:00,1.2552,1.2586,1.247,1.2503,906698.0,1134421.84715,16888,385506.0,482475.3641,1.25013754,1.24861076,0.00087812,0.012995370093427105,0.12227829912343502,0.046128
2025-09-06T10:00:00+00:00,1.2503,1.2604,1.2452,1.2528,1009277.0,1263648.51472,15789,499547.0,625615.18448,1.25255477,1.2508958,0.00084552,0.0195783853826903,0.13262255737049866,0.027950000000000003
2025-09-06T11:00:00+00:00,1.2529,1.2585,1.2461,1.2492,670696.0,839462.86914,12297,295458.0,369740.56494,1.2489,1.24745471,0.0004561,0.02402113860198174,0.11585911603957388,0.015139
