timestamp_utc,open,high,low,close,base_volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2025-09-09T07:13:00+00:00,15.9384,16.0185,15.7,15.8707,386385.0,6117945.319,19226,217545.0,3445577.4826
2025-09-09T07:14:00+00:00,15.8762,16.16,15.86,16.1497,358155.0,5724946.1179,18914,220613.0,3527481.0317
2025-09-09T07:15:00+00:00,16.158,16.158,15.9273,15.9694,454524.0,7290078.2057,23260,223167.0,3580695.7437
2025-09-09T07:16:00+00:00,15.9748,16.358,15.9084,16.3336,445529.0,7174795.0878,22562,260946.0,4207172.1472
2025-09-09T07:17:00+00:00,16.3337,16.5918,16.1358,16.3503,924159.0,15150479.3917,46126,534594.0,8773759.1296
2025-09-09T07:18:00+00:00,16.3591,16.8571,16.3041,16.8333,1096740.0,18238467.0091,46576,668508.0,11126414.7267
2025-09-09T07:19:00+00:00,16.8491,17.3,16.3155,16.4017,1676266.0,28077203.564,67799,875792.0,14704823.333
2025-09-09T07:20:00+00:00,16.4017,16.5513,15.7021,16.0838,1033257.0,16684171.5645,48981,429656.0,6947905.3875
2025-09-09T07:21:00+00:00,16.0837,16.2262,15.9137,15.9614,482863.0,7751618.377,25908,251590.0,4041060.1408
2025-09-09T07:22:00+00:00,15.9684,16.095,15.8323,15.9782,519231.0,8288036.6193,23293,286174.0,4570570.9003
2025-09-09T07:23:00+00:00,15.9783,16.0426,15.8581,15.9037,319714.0,5100190.2113,15923,168105.0,2682983.3778
2025-09-09T07:24:00+00:00,15.9037,16.0339,15.6,16.0069,733579.0,11576113.7925,30086,271515.0,4302575.1008
2025-09-09T07:25:00+00:00,16.0064,16.497,15.9657,16.374,653458.0,10653815.3326,35073,369309.0,6020549.5308
2025-09-09T07:26:00+00:00,16.3652,16.4869,16.003,16.193,498316.0,8112817.49,27953,204527.0,3334110.3678
2025-09-09T07:27:00+00:00,16.1847,16.4185,16.0384,16.3292,323654.0,5257507.6648,17840,166423.0,2703229.1163
2025-09-09T07:28:00+00:00,16.3291,16.4154,16.2377,16.4024,274871.0,4490459.6453,13913,134340.0,2196172.7651
2025-09-09T07:29:00+00:00,16.4024,16.4721,16.2039,16.275,240079.0,3917506.0945,16606,122897.0,2006226.4588
2025-09-09T07:30:00+00:00,16.2765,16.467,16.2484,16.3703,321014.0,5250002.1148,19332,166173.0,2718727.8002
2025-09-09T07:31:00+00:00,16.3638,16.6578,16.3638,16.5741,507824.0,8403932.2495,27015,280067.0,4635111.5021
2025-09-09T07:32:00+00:00,16.5741,16.5798,16.3236,16.4655,271354.0,4464717.226,15947,113471.0,1867126.7653
2025-09-09T07:33:00+00:00,16.4584,16.6493,16.4307,16.4553,305899.0,5057461.566,16628,142697.0,2359732.6474
2025-09-09T07:34:00+00:00,16.4545,16.4689,16.15,16.1974,370135.0,6037657.7921,20959,159528.0,2604060.8004
2025-09-09T07:35:00+00:00,16.1977,16.3328,16.055,16.2719,307474.0,4976087.5661,17080,156396.0,2532707.2639
2025-09-09T07:36:00+00:00,16.2701,16.4444,16.2604,16.3886,206138.0,3374186.7056,12409,108569.0,1777347.8845
2025-09-09T07:37:00+00:00,16.3816,16.48,16.1396,16.3354,317150.0,5180280.9031,17143,146966.0,2403057.3053
2025-09-09T07:38:00+00:00,16.3386,16.3508,16.1925,16.2093,153743.0,2498316.8522,10201,71778.0,1166685.3484
2025-09-09T07:39:00+00:00,16.2092,16.2229,15.8526,16.0756,429321.0,6879127.4168,19244,197963.0,3172250.1695
