symbol,date,source_zip_bytes,source_url,trade_count,start_utc,end_utc,quote_volume_usdt,price_change_pct,top_qty,top_qty_count,top_qty_share,second_qty,second_qty_count,second_qty_share,top_two_qty_share,top_two_quote_volume_usdt,top_two_quote_volume_share,dominant_lot_trade_count,dominant_lot_trade_share,dominant_lot_quote_volume_usdt,dominant_lot_quote_volume_share,unique_qty_ratio,top_second_of_minute_share,second_of_minute_chi_square,buyer_taker_share,median_intertrade_gap_seconds,p95_intertrade_gap_seconds
NOTUSDT,2026-06-08,102969,https://data.binance.vision/data/spot/daily/aggTrades/NOTUSDT/NOTUSDT-aggTrades-2026-06-08.zip,6473,2026-06-08T00:00:00.619000+00:00,2026-06-08T23:59:38.004000+00:00,512442.8,-0.2618,200000,1296,0.200216,14748,1293,0.199753,0.399969,106055.23,0.20696,2589,0.399969,106055.23,0.20696,0.439364,0.127761,5720.05,0.501622,0.004,66.366
NOTUSDT,2026-06-09,105224,https://data.binance.vision/data/spot/daily/aggTrades/NOTUSDT/NOTUSDT-aggTrades-2026-06-09.zip,6600,2026-06-09T00:00:02.545000+00:00,2026-06-09T23:59:02.699000+00:00,433397.43,-1.0471,200000,1309,0.198333,14748,1293,0.195909,0.394242,104706.8,0.241595,2602,0.394242,104706.8,0.241595,0.455606,0.137121,7525.36,0.491515,0.005,62.547
NOTUSDT,2026-06-10,174599,https://data.binance.vision/data/spot/daily/aggTrades/NOTUSDT/NOTUSDT-aggTrades-2026-06-10.zip,11404,2026-06-10T00:01:02.714000+00:00,2026-06-10T23:59:47.638000+00:00,1184472.73,3.9683,200000,2694,0.236233,14748,2621,0.229832,0.466065,223543.95,0.188729,5315,0.466065,223543.95,0.188729,0.421957,0.037969,2009.99,0.483164,0.001,41.059
NOTUSDT,2026-06-11,177553,https://data.binance.vision/data/spot/daily/aggTrades/NOTUSDT/NOTUSDT-aggTrades-2026-06-11.zip,11862,2026-06-11T00:00:04.773000+00:00,2026-06-11T23:58:13.691000+00:00,1387451.88,5.8524,200000,3226,0.271961,14748,3072,0.258978,0.530939,283121.28,0.204058,6298,0.530939,283121.28,0.204058,0.354662,0.043837,2628.79,0.517704,0.0,43.796
