timestamp_utc,price,trade_count
2026-06-08T17:51:51.499+00:00,67.15,12
2026-06-08T17:51:51.499+00:00,67.16,9
2026-06-08T17:51:51.499+00:00,67.12,8
2026-06-08T17:51:51.499+00:00,67.13,8
2026-06-08T17:51:51.499+00:00,67.14,8
2026-06-08T17:49:49.518+00:00,67.11,7
2026-06-08T17:49:40.531+00:00,67.08,5
2026-06-08T17:49:55.366+00:00,67.07,5
2026-06-08T17:49:10.307+00:00,67.06,4
2026-06-08T17:50:16.296+00:00,67.13,4
