a,p,q,f,l,T,m,M,price,qty,trade_size_usd,symbol
3987120841,63453.8,0.10016,6402589020,6402589051,2026-06-12 03:43:25.538,False,True,63453.8,0.10016,6355.532608,BTCUSDT
3987120842,63453.81,0.00104,6402589052,6402589061,2026-06-12 03:43:25.538,False,True,63453.81,0.00104,65.99196239999999,BTCUSDT
3987120843,63453.82,0.00061,6402589062,6402589067,2026-06-12 03:43:25.541,False,True,63453.82,0.00061,38.7068302,BTCUSDT
3987120844,63453.83,0.00018,6402589068,6402589069,2026-06-12 03:43:25.541,False,True,63453.83,0.00018,11.421689400000002,BTCUSDT
3987120845,63454.3,0.00017,6402589070,6402589071,2026-06-12 03:43:25.544,False,True,63454.3,0.00017,10.787231000000002,BTCUSDT
3987120846,63454.3,0.00027,6402589072,6402589074,2026-06-12 03:43:25.545,False,True,63454.3,0.00027,17.132661000000002,BTCUSDT
3987120847,63454.31,0.00027,6402589075,6402589077,2026-06-12 03:43:25.545,False,True,63454.31,0.00027,17.1326637,BTCUSDT
3987120848,63455.43,0.00079,6402589078,6402589085,2026-06-12 03:43:25.549,False,True,63455.43,0.00079,50.1297897,BTCUSDT
3987120849,63455.44,0.00054,6402589086,6402589091,2026-06-12 03:43:25.549,False,True,63455.44,0.00054,34.2659376,BTCUSDT
3987120850,63455.48,9e-05,6402589092,6402589092,2026-06-12 03:43:25.549,False,True,63455.48,9e-05,5.710993200000001,BTCUSDT
3987120851,63455.51,0.00018,6402589093,6402589094,2026-06-12 03:43:25.549,False,True,63455.51,0.00018,11.4219918,BTCUSDT
3987120852,63456.97,0.00027,6402589095,6402589097,2026-06-12 03:43:25.549,False,True,63456.97,0.00027,17.1333819,BTCUSDT
3987120853,63456.98,0.00189,6402589098,6402589098,2026-06-12 03:43:25.593,False,True,63456.98,0.00189,119.93369220000001,BTCUSDT
3987120854,63456.97,0.0196,6402589099,6402589099,2026-06-12 03:43:25.997,True,True,63456.97,0.0196,1243.756612,BTCUSDT
3987120855,63456.98,0.00015,6402589100,6402589101,2026-06-12 03:43:27.608,False,True,63456.98,0.00015,9.518547,BTCUSDT
3987120856,63456.97,0.1,6402589102,6402589103,2026-06-12 03:43:28.364,True,True,63456.97,0.1,6345.697,BTCUSDT
3987120857,63456.97,0.0001,6402589104,6402589105,2026-06-12 03:43:28.825,True,True,63456.97,0.0001,6.345697,BTCUSDT
3987120858,63456.97,0.00013,6402589106,6402589106,2026-06-12 03:43:28.930,True,True,63456.97,0.00013,8.2494061,BTCUSDT
3987120859,63456.97,0.00453,6402589107,6402589117,2026-06-12 03:43:29.645,True,True,63456.97,0.00453,287.46007410000004,BTCUSDT
3987120860,63456.98,8e-05,6402589118,6402589119,2026-06-12 03:43:29.734,False,True,63456.98,8e-05,5.076558400000001,BTCUSDT
3987120861,63456.98,9e-05,6402589120,6402589120,2026-06-12 03:43:30.428,False,True,63456.98,9e-05,5.711128200000001,BTCUSDT
3987120862,63456.98,0.00138,6402589121,6402589124,2026-06-12 03:43:30.781,False,True,63456.98,0.00138,87.5706324,BTCUSDT
3987120863,63456.97,0.0014,6402589125,6402589125,2026-06-12 03:43:30.988,True,True,63456.97,0.0014,88.839758,BTCUSDT
3987120864,63456.97,0.00015,6402589126,6402589126,2026-06-12 03:43:31.261,True,True,63456.97,0.00015,9.5185455,BTCUSDT
3987120865,63456.97,0.00027,6402589127,6402589127,2026-06-12 03:43:31.292,True,True,63456.97,0.00027,17.1333819,BTCUSDT
3987120866,63456.98,0.00012,6402589128,6402589128,2026-06-12 03:43:31.961,False,True,63456.98,0.00012,7.6148376,BTCUSDT
3987120867,63456.97,0.00015,6402589129,6402589129,2026-06-12 03:43:32.183,True,True,63456.97,0.00015,9.5185455,BTCUSDT
3987120868,63456.97,0.0001,6402589130,6402589131,2026-06-12 03:43:33.206,True,True,63456.97,0.0001,6.345697,BTCUSDT
3987120869,63456.97,0.001,6402589132,6402589138,2026-06-12 03:43:33.371,True,True,63456.97,0.001,63.456970000000005,BTCUSDT
3987120870,63456.98,0.00012,6402589139,6402589139,2026-06-12 03:43:33.750,False,True,63456.98,0.00012,7.6148376,BTCUSDT
3987120871,63456.98,0.00066,6402589140,6402589140,2026-06-12 03:43:33.755,False,True,63456.98,0.00066,41.8816068,BTCUSDT
3987120872,63456.97,0.00124,6402589141,6402589141,2026-06-12 03:43:34.467,True,True,63456.97,0.00124,78.6866428,BTCUSDT
3987120873,63456.98,0.00518,6402589142,6402589142,2026-06-12 03:43:35.572,False,True,63456.98,0.00518,328.7071564,BTCUSDT
3987120874,63456.97,0.0504,6402589143,6402589152,2026-06-12 03:43:35.993,True,True,63456.97,0.0504,3198.231288,BTCUSDT
3987120875,63456.97,0.03904,6402589153,6402589153,2026-06-12 03:43:36.082,True,True,63456.97,0.03904,2477.3601088,BTCUSDT
3987120876,63456.98,0.01421,6402589154,6402589154,2026-06-12 03:43:36.172,False,True,63456.98,0.01421,901.7236858000001,BTCUSDT
3987120877,63456.98,9e-05,6402589155,6402589155,2026-06-12 03:43:36.340,False,True,63456.98,9e-05,5.711128200000001,BTCUSDT
3987120878,63456.98,0.0002,6402589156,6402589156,2026-06-12 03:43:36.609,False,True,63456.98,0.0002,12.691396000000001,BTCUSDT
3987120879,63456.97,0.0001,6402589157,6402589157,2026-06-12 03:43:36.975,True,True,63456.97,0.0001,6.345697,BTCUSDT
3987120880,63456.97,0.00028,6402589158,6402589158,2026-06-12 03:43:36.978,True,True,63456.97,0.00028,17.7679516,BTCUSDT
3987120881,63456.97,9e-05,6402589159,6402589160,2026-06-12 03:43:37.645,True,True,63456.97,9e-05,5.7111273,BTCUSDT
3987120882,63456.97,0.0004,6402589161,6402589165,2026-06-12 03:43:37.784,True,True,63456.97,0.0004,25.382788,BTCUSDT
3987120883,63456.97,0.0076,6402589166,6402589176,2026-06-12 03:43:38.585,True,True,63456.97,0.0076,482.272972,BTCUSDT
3987120884,63456.97,0.00303,6402589177,6402589186,2026-06-12 03:43:38.585,True,True,63456.97,0.00303,192.27461910000002,BTCUSDT
3987120885,63456.97,0.00315,6402589187,6402589199,2026-06-12 03:43:39.028,True,True,63456.97,0.00315,199.8894555,BTCUSDT
3987120886,63456.97,0.00157,6402589200,6402589213,2026-06-12 03:43:39.644,True,True,63456.97,0.00157,99.6274429,BTCUSDT
3987120887,63456.96,0.00097,6402589214,6402589223,2026-06-12 03:43:39.644,True,True,63456.96,0.00097,61.553251200000005,BTCUSDT
3987120888,63456.95,0.00016,6402589224,6402589224,2026-06-12 03:43:39.644,True,True,63456.95,0.00016,10.153112,BTCUSDT
3987120889,63454.56,0.00035,6402589225,6402589226,2026-06-12 03:43:39.644,True,True,63454.56,0.00035,22.209096,BTCUSDT
3987120890,63454.3,0.00023,6402589227,6402589227,2026-06-12 03:43:39.644,True,True,63454.3,0.00023,14.594489000000001,BTCUSDT
3987120891,63454.12,0.00157,6402589228,6402589228,2026-06-12 03:43:39.644,True,True,63454.12,0.00157,99.6229684,BTCUSDT
3987120892,63453.9,8e-05,6402589229,6402589229,2026-06-12 03:43:39.644,True,True,63453.9,8e-05,5.076312000000001,BTCUSDT
3987120893,63453.84,0.00027,6402589230,6402589232,2026-06-12 03:43:39.644,True,True,63453.84,0.00027,17.1325368,BTCUSDT
3987120894,63453.83,0.00155,6402589233,6402589233,2026-06-12 03:43:39.644,True,True,63453.83,0.00155,98.3534365,BTCUSDT
3987120895,63453.83,0.042,6402589234,6402589259,2026-06-12 03:43:41.490,True,True,63453.83,0.042,2665.06086,BTCUSDT
3987120896,63453.83,0.00043,6402589260,6402589260,2026-06-12 03:43:42.183,True,True,63453.83,0.00043,27.2851469,BTCUSDT
3987120897,63453.83,0.00016,6402589261,6402589261,2026-06-12 03:43:42.233,True,True,63453.83,0.00016,10.152612800000002,BTCUSDT
3987120898,63453.83,9e-05,6402589262,6402589262,2026-06-12 03:43:42.592,True,True,63453.83,9e-05,5.710844700000001,BTCUSDT
3987120899,63453.84,0.00016,6402589263,6402589263,2026-06-12 03:43:42.639,False,True,63453.84,0.00016,10.152614400000001,BTCUSDT
3987120900,63453.84,9e-05,6402589264,6402589264,2026-06-12 03:43:42.756,False,True,63453.84,9e-05,5.7108456,BTCUSDT
3987120901,63453.83,0.001,6402589265,6402589265,2026-06-12 03:43:43.076,True,True,63453.83,0.001,63.45383,BTCUSDT
3987120902,63453.84,0.00105,6402589266,6402589266,2026-06-12 03:43:43.298,False,True,63453.84,0.00105,66.626532,BTCUSDT
3987120903,63453.83,0.00236,6402589267,6402589267,2026-06-12 03:43:43.774,True,True,63453.83,0.00236,149.7510388,BTCUSDT
3987120904,63453.84,8e-05,6402589268,6402589268,2026-06-12 03:43:44.217,False,True,63453.84,8e-05,5.0763072000000005,BTCUSDT
3987120905,63453.83,0.0008,6402589269,6402589276,2026-06-12 03:43:44.477,True,True,63453.83,0.0008,50.76306400000001,BTCUSDT
3987120906,63453.84,0.00019,6402589277,6402589277,2026-06-12 03:43:45.617,False,True,63453.84,0.00019,12.0562296,BTCUSDT
3987120907,63453.83,0.0008,6402589278,6402589285,2026-06-12 03:43:46.169,True,True,63453.83,0.0008,50.76306400000001,BTCUSDT
3987120908,63453.83,0.0001,6402589286,6402589286,2026-06-12 03:43:48.270,True,True,63453.83,0.0001,6.345383000000001,BTCUSDT
3987120909,63453.83,0.0001,6402589287,6402589287,2026-06-12 03:43:48.342,True,True,63453.83,0.0001,6.345383000000001,BTCUSDT
3987120910,63453.84,0.0008,6402589288,6402589288,2026-06-12 03:43:48.457,False,True,63453.84,0.0008,50.763072,BTCUSDT
3987120911,63453.83,0.0502,6402589289,6402589293,2026-06-12 03:43:48.496,True,True,63453.83,0.0502,3185.382266,BTCUSDT
3987120912,63453.83,0.25558,6402589294,6402589302,2026-06-12 03:43:48.580,True,True,63453.83,0.25558,16217.529871399998,BTCUSDT
3987120913,63453.83,0.00712,6402589303,6402589303,2026-06-12 03:43:48.970,True,True,63453.83,0.00712,451.79126959999996,BTCUSDT
3987120914,63453.84,9e-05,6402589304,6402589304,2026-06-12 03:43:49.316,False,True,63453.84,9e-05,5.7108456,BTCUSDT
3987120915,63453.83,0.00122,6402589305,6402589305,2026-06-12 03:43:49.459,True,True,63453.83,0.00122,77.4136726,BTCUSDT
3987120916,63453.84,0.01575,6402589306,6402589306,2026-06-12 03:43:51.260,False,True,63453.84,0.01575,999.39798,BTCUSDT
3987120917,63453.83,0.0502,6402589307,6402589307,2026-06-12 03:43:51.324,True,True,63453.83,0.0502,3185.382266,BTCUSDT
3987120918,63453.84,0.00012,6402589308,6402589308,2026-06-12 03:43:51.722,False,True,63453.84,0.00012,7.6144608,BTCUSDT
3987120919,63453.84,0.00024,6402589309,6402589309,2026-06-12 03:43:52.112,False,True,63453.84,0.00024,15.2289216,BTCUSDT
3987120920,63453.84,0.0001,6402589310,6402589310,2026-06-12 03:43:52.349,False,True,63453.84,0.0001,6.345384,BTCUSDT
3987120921,63453.83,0.00073,6402589311,6402589311,2026-06-12 03:43:53.282,True,True,63453.83,0.00073,46.321295899999996,BTCUSDT
3987120922,63453.83,0.0502,6402589312,6402589312,2026-06-12 03:43:53.919,True,True,63453.83,0.0502,3185.382266,BTCUSDT
3987120923,63453.83,0.00304,6402589313,6402589313,2026-06-12 03:43:53.968,True,True,63453.83,0.00304,192.8996432,BTCUSDT
3987120924,63453.84,0.03167,6402589314,6402589314,2026-06-12 03:43:53.993,False,True,63453.84,0.03167,2009.5831127999998,BTCUSDT
3987120925,63453.83,0.00397,6402589315,6402589315,2026-06-12 03:43:54.645,True,True,63453.83,0.00397,251.91170509999998,BTCUSDT
3987120926,63453.83,0.0001,6402589316,6402589316,2026-06-12 03:43:55.720,True,True,63453.83,0.0001,6.345383000000001,BTCUSDT
3987120927,63453.83,0.0008,6402589317,6402589317,2026-06-12 03:43:55.726,True,True,63453.83,0.0008,50.76306400000001,BTCUSDT
3987120928,63453.84,0.00013,6402589318,6402589318,2026-06-12 03:43:56.036,False,True,63453.84,0.00013,8.248999199999998,BTCUSDT
3987120929,63453.83,0.002,6402589319,6402589320,2026-06-12 03:43:56.297,True,True,63453.83,0.002,126.90766,BTCUSDT
3987120930,63453.84,0.02363,6402589321,6402589321,2026-06-12 03:43:56.704,False,True,63453.84,0.02363,1499.4142392,BTCUSDT
3987120931,63453.84,0.00016,6402589322,6402589322,2026-06-12 03:43:57.093,False,True,63453.84,0.00016,10.152614400000001,BTCUSDT
3987120932,63453.83,0.00011,6402589323,6402589323,2026-06-12 03:43:57.404,True,True,63453.83,0.00011,6.979921300000001,BTCUSDT
3987120933,63453.83,0.0024,6402589324,6402589325,2026-06-12 03:43:58.897,True,True,63453.83,0.0024,152.28919199999999,BTCUSDT
3987120934,63453.84,9e-05,6402589326,6402589326,2026-06-12 03:44:00.414,False,True,63453.84,9e-05,5.7108456,BTCUSDT
3987120935,63453.84,0.0001,6402589327,6402589328,2026-06-12 03:44:00.563,False,True,63453.84,0.0001,6.345384,BTCUSDT
3987120936,63453.84,0.00189,6402589329,6402589335,2026-06-12 03:44:00.615,False,True,63453.84,0.00189,119.92775759999999,BTCUSDT
3987120937,63453.84,0.00869,6402589336,6402589358,2026-06-12 03:44:01.276,False,True,63453.84,0.00869,551.4138696,BTCUSDT
3987120938,63453.85,0.00061,6402589359,6402589364,2026-06-12 03:44:01.276,False,True,63453.85,0.00061,38.7068485,BTCUSDT
3987120939,63453.86,0.00016,6402589365,6402589365,2026-06-12 03:44:01.276,False,True,63453.86,0.00016,10.152617600000001,BTCUSDT
3987120940,63454.21,9e-05,6402589366,6402589366,2026-06-12 03:44:01.276,False,True,63454.21,9e-05,5.7108789,BTCUSDT
3987120941,63454.56,0.00016,6402589367,6402589368,2026-06-12 03:44:01.276,False,True,63454.56,0.00016,10.1527296,BTCUSDT
3987120942,63454.72,0.0008,6402589369,6402589369,2026-06-12 03:44:01.276,False,True,63454.72,0.0008,50.763776,BTCUSDT
3987120943,63454.85,9e-05,6402589370,6402589370,2026-06-12 03:44:01.276,False,True,63454.85,9e-05,5.7109365,BTCUSDT
3987120944,63456.97,0.00059,6402589371,6402589371,2026-06-12 03:44:01.276,False,True,63456.97,0.00059,37.4396123,BTCUSDT
3987120945,63456.98,0.00137,6402589372,6402589388,2026-06-12 03:44:01.276,False,True,63456.98,0.00137,86.9360626,BTCUSDT
3987120946,63457.0,8e-05,6402589389,6402589389,2026-06-12 03:44:01.276,False,True,63457.0,8e-05,5.076560000000001,BTCUSDT
3987120947,63457.75,0.00045,6402589390,6402589393,2026-06-12 03:44:01.276,False,True,63457.75,0.00045,28.5559875,BTCUSDT
3987120948,63457.75,0.00108,6402589394,6402589394,2026-06-12 03:44:01.290,True,True,63457.75,0.00108,68.53437,BTCUSDT
3987120949,63457.75,0.0502,6402589395,6402589395,2026-06-12 03:44:01.482,True,True,63457.75,0.0502,3185.5790500000003,BTCUSDT
3987120950,63457.76,9e-05,6402589396,6402589396,2026-06-12 03:44:02.290,False,True,63457.76,9e-05,5.711198400000001,BTCUSDT
3987120951,63457.75,0.0001,6402589397,6402589397,2026-06-12 03:44:03.373,True,True,63457.75,0.0001,6.345775000000001,BTCUSDT
3987120952,63457.76,9e-05,6402589398,6402589399,2026-06-12 03:44:03.418,False,True,63457.76,9e-05,5.711198400000001,BTCUSDT
3987120953,63457.75,0.00212,6402589400,6402589400,2026-06-12 03:44:03.570,True,True,63457.75,0.00212,134.53043,BTCUSDT
3987120954,63457.75,0.01985,6402589401,6402589401,2026-06-12 03:44:03.594,True,True,63457.75,0.01985,1259.6363375,BTCUSDT
3987120955,63457.75,0.0012,6402589402,6402589402,2026-06-12 03:44:03.867,True,True,63457.75,0.0012,76.1493,BTCUSDT
3987120956,63457.75,0.00018,6402589403,6402589403,2026-06-12 03:44:03.898,True,True,63457.75,0.00018,11.422395,BTCUSDT
3987120957,63457.75,0.15969,6402589404,6402589405,2026-06-12 03:44:04.051,True,True,63457.75,0.15969,10133.5680975,BTCUSDT
3987120958,63457.75,0.15,6402589406,6402589406,2026-06-12 03:44:04.751,True,True,63457.75,0.15,9518.6625,BTCUSDT
3987120959,63457.76,0.00073,6402589407,6402589414,2026-06-12 03:44:04.876,False,True,63457.76,0.00073,46.3241648,BTCUSDT
3987120960,63457.75,0.00193,6402589415,6402589415,2026-06-12 03:44:05.131,True,True,63457.75,0.00193,122.47345750000001,BTCUSDT
3987120961,63457.76,0.0002,6402589416,6402589417,2026-06-12 03:44:05.361,False,True,63457.76,0.0002,12.691552000000001,BTCUSDT
3987120962,63457.76,0.00012,6402589418,6402589419,2026-06-12 03:44:07.173,False,True,63457.76,0.00012,7.6149312,BTCUSDT
3987120963,63457.75,0.001,6402589420,6402589420,2026-06-12 03:44:07.407,True,True,63457.75,0.001,63.457750000000004,BTCUSDT
3987120964,63457.76,0.00186,6402589421,6402589429,2026-06-12 03:44:07.518,False,True,63457.76,0.00186,118.03143360000001,BTCUSDT
3987120965,63457.75,0.00111,6402589430,6402589430,2026-06-12 03:44:07.648,True,True,63457.75,0.00111,70.4381025,BTCUSDT
3987120966,63457.76,0.00063,6402589431,6402589433,2026-06-12 03:44:08.788,False,True,63457.76,0.00063,39.978388800000005,BTCUSDT
3987120967,63457.76,0.0016,6402589434,6402589434,2026-06-12 03:44:09.973,False,True,63457.76,0.0016,101.53241600000001,BTCUSDT
3987120968,63457.75,0.002,6402589435,6402589435,2026-06-12 03:44:10.000,True,True,63457.75,0.002,126.91550000000001,BTCUSDT
3987120969,63457.75,0.00024,6402589436,6402589436,2026-06-12 03:44:11.515,True,True,63457.75,0.00024,15.22986,BTCUSDT
3987120970,63457.75,0.00066,6402589437,6402589437,2026-06-12 03:44:11.572,True,True,63457.75,0.00066,41.882115,BTCUSDT
3987120971,63457.76,0.00048,6402589438,6402589438,2026-06-12 03:44:11.625,False,True,63457.76,0.00048,30.4597248,BTCUSDT
3987120972,63457.76,9e-05,6402589439,6402589439,2026-06-12 03:44:12.206,False,True,63457.76,9e-05,5.711198400000001,BTCUSDT
3987120973,63457.75,0.0064,6402589440,6402589440,2026-06-12 03:44:12.547,True,True,63457.75,0.0064,406.12960000000004,BTCUSDT
3987120974,63457.76,0.00015,6402589441,6402589441,2026-06-12 03:44:12.662,False,True,63457.76,0.00015,9.518664,BTCUSDT
3987120975,63457.76,0.00011,6402589442,6402589442,2026-06-12 03:44:14.585,False,True,63457.76,0.00011,6.980353600000001,BTCUSDT
3987120976,63457.75,0.0446,6402589443,6402589443,2026-06-12 03:44:15.146,True,True,63457.75,0.0446,2830.21565,BTCUSDT
3987120977,63457.76,9e-05,6402589444,6402589444,2026-06-12 03:44:15.233,False,True,63457.76,9e-05,5.711198400000001,BTCUSDT
3987120978,63457.76,8e-05,6402589445,6402589445,2026-06-12 03:44:15.278,False,True,63457.76,8e-05,5.076620800000001,BTCUSDT
3987120979,63457.75,0.01355,6402589446,6402589446,2026-06-12 03:44:15.471,True,True,63457.75,0.01355,859.8525125,BTCUSDT
3987120980,63457.75,0.02363,6402589447,6402589447,2026-06-12 03:44:15.992,True,True,63457.75,0.02363,1499.5066325,BTCUSDT
3987120981,63457.75,0.00221,6402589448,6402589448,2026-06-12 03:44:16.450,True,True,63457.75,0.00221,140.24162750000002,BTCUSDT
3987120982,63457.76,0.00157,6402589449,6402589449,2026-06-12 03:44:16.583,False,True,63457.76,0.00157,99.6286832,BTCUSDT
3987120983,63457.75,0.04,6402589450,6402589450,2026-06-12 03:44:17.438,True,True,63457.75,0.04,2538.31,BTCUSDT
3987120984,63457.75,0.0136,6402589451,6402589452,2026-06-12 03:44:17.511,True,True,63457.75,0.0136,863.0254,BTCUSDT
3987120985,63457.76,0.00217,6402589453,6402589453,2026-06-12 03:44:17.659,False,True,63457.76,0.00217,137.70333920000002,BTCUSDT
3987120986,63457.76,0.00051,6402589454,6402589454,2026-06-12 03:44:17.897,False,True,63457.76,0.00051,32.363457600000004,BTCUSDT
3987120987,63457.76,0.00012,6402589455,6402589455,2026-06-12 03:44:18.772,False,True,63457.76,0.00012,7.6149312,BTCUSDT
3987120988,63457.76,0.0015,6402589456,6402589456,2026-06-12 03:44:18.869,False,True,63457.76,0.0015,95.18664000000001,BTCUSDT
3987120989,63457.76,0.00473,6402589457,6402589457,2026-06-12 03:44:18.883,False,True,63457.76,0.00473,300.1552048,BTCUSDT
3987120990,63457.75,0.0001,6402589458,6402589458,2026-06-12 03:44:18.967,True,True,63457.75,0.0001,6.345775000000001,BTCUSDT
3987120991,63457.76,0.0002,6402589459,6402589459,2026-06-12 03:44:19.033,False,True,63457.76,0.0002,12.691552000000001,BTCUSDT
3987120992,63457.76,0.00016,6402589460,6402589460,2026-06-12 03:44:19.350,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
3987120993,63457.76,0.00016,6402589461,6402589461,2026-06-12 03:44:19.433,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
3987120994,63457.75,0.02482,6402589462,6402589462,2026-06-12 03:44:19.678,True,True,63457.75,0.02482,1575.0213549999999,BTCUSDT
3987120995,63457.76,0.0002,6402589463,6402589463,2026-06-12 03:44:19.937,False,True,63457.76,0.0002,12.691552000000001,BTCUSDT
3987120996,63457.76,0.0004,6402589464,6402589464,2026-06-12 03:44:20.085,False,True,63457.76,0.0004,25.383104000000003,BTCUSDT
3987120997,63457.76,9e-05,6402589465,6402589465,2026-06-12 03:44:20.100,False,True,63457.76,9e-05,5.711198400000001,BTCUSDT
3987120998,63457.75,0.0022,6402589466,6402589466,2026-06-12 03:44:20.134,True,True,63457.75,0.0022,139.60705000000002,BTCUSDT
3987120999,63457.76,0.00012,6402589467,6402589467,2026-06-12 03:44:20.419,False,True,63457.76,0.00012,7.6149312,BTCUSDT
3987121000,63457.76,0.00016,6402589468,6402589468,2026-06-12 03:44:20.483,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
3987121001,63457.76,0.00011,6402589469,6402589469,2026-06-12 03:44:20.687,False,True,63457.76,0.00011,6.980353600000001,BTCUSDT
3987121002,63457.76,0.00016,6402589470,6402589470,2026-06-12 03:44:20.870,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
3987121003,63457.76,0.00016,6402589471,6402589471,2026-06-12 03:44:21.383,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
3987121004,63457.76,0.00016,6402589472,6402589472,2026-06-12 03:44:21.469,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
3987121005,63457.76,0.0002,6402589473,6402589473,2026-06-12 03:44:21.583,False,True,63457.76,0.0002,12.691552000000001,BTCUSDT
3987121006,63457.76,0.00016,6402589474,6402589474,2026-06-12 03:44:21.584,False,True,63457.76,0.00016,10.153241600000001,BTCUSDT
