event_type,block_number,block_timestamp_utc,tx_hash,log_index,reserve_or_debt_asset,collateral_asset,user,on_behalf_of_or_repayer,liquidator,amount_crv,collateral_amount_usdc,borrow_rate_mode,receive_a_token
Borrow,16024896,2022-11-22T10:16:47Z,0xfde17c06fb3179dc4c32a7a72a6d6f35e0a7cd2bf69c8f8282ecb15a622b0aeb,186,0xD533a949740bb3306d119CC777fa900bA034cd52,,0x57e04786e231af3343562c062e0d058f25dace9e,0x57e04786e231af3343562c062e0d058f25dace9e,,5000000,,2,
Borrow,16025044,2022-11-22T10:46:23Z,0x55fe0c3bf791e3c6488771d0a330dc127a753e96d2d15265001e87534bef43a2,263,0xD533a949740bb3306d119CC777fa900bA034cd52,,0x57e04786e231af3343562c062e0d058f25dace9e,0x57e04786e231af3343562c062e0d058f25dace9e,,5000000,,2,
Borrow,16025172,2022-11-22T11:12:11Z,0x95c2f5164f5e17f95cd75fbb209b9aa66f52d00261d64f1e8ec8efe7b0cec2da,312,0xD533a949740bb3306d119CC777fa900bA034cd52,,0x57e04786e231af3343562c062e0d058f25dace9e,0x57e04786e231af3343562c062e0d058f25dace9e,,5000000,,2,
LiquidationCall,16025860,2022-11-22T13:31:23Z,0x6d75ebed779d6d2309ffbd45c4a9e0bb7f1f6a9b466463f1d77bd7ae650687fe,22,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,316301.638690290637504236,205136.511946,,false
LiquidationCall,16025860,2022-11-22T13:31:23Z,0x30c4a3af747f3fa3cea6fdc9a688abf461f289a16a3a2254402cb43d11bec06a,83,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,11869.828874260947055038,7698.143148,,false
LiquidationCall,16025861,2022-11-22T13:31:35Z,0xca0de303ded3e9f91705799cef3fee0238ad2671fb24d24d8b61bf6cc205cb1c,18,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,35267.561661588190060157,22872.675001,,false
LiquidationCall,16025861,2022-11-22T13:31:35Z,0xca0de303ded3e9f91705799cef3fee0238ad2671fb24d24d8b61bf6cc205cb1c,34,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,35586.189020902213944515,23079.319852,,false
LiquidationCall,16025861,2022-11-22T13:31:35Z,0xca0de303ded3e9f91705799cef3fee0238ad2671fb24d24d8b61bf6cc205cb1c,50,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,11819.13541622362988744,7665.266052,,false
LiquidationCall,16025861,2022-11-22T13:31:35Z,0xca0de303ded3e9f91705799cef3fee0238ad2671fb24d24d8b61bf6cc205cb1c,67,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,3250.039133188584232255,2107.803469,,false
LiquidationCall,16025861,2022-11-22T13:31:35Z,0xc497af410313530c0b8d6a78987844ca398400da8cb058682d6965b6c872fd15,159,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,35071.495475990034914661,22745.516844,,false
LiquidationCall,16025862,2022-11-22T13:31:47Z,0x08551e0e99eb040db381bfe3590260e404618d288b344a71230539c82addb2b2,32,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,101226.398268732270585526,65650.087504,,false
LiquidationCall,16025863,2022-11-22T13:31:59Z,0xc02d1959c2ad5c615fb25635aa1a87d79ebdc07d96848c686972431768ea546d,16,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,202208.042426454503121937,131141.440438,,false
LiquidationCall,16025863,2022-11-22T13:31:59Z,0x5a1e0b4cb5142b29539ab9bf0f9e7c3376528b78d06759a63b9a5161070a2401,45,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,203609.680726923067192843,132050.468899,,false
LiquidationCall,16025864,2022-11-22T13:32:11Z,0x53f68afdb147bb3be9002f4c253798c869becefd40824e04b44d5a391253efc3,35,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,22704.542811179469055267,14724.9655,,false
LiquidationCall,16025864,2022-11-22T13:32:11Z,0xd4334ab733b98145c61cd820b7aebfa8495e552043d0b836f06b9094ff4b9dfb,64,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,100710.11194914482464015,65315.251506,,false
LiquidationCall,16025865,2022-11-22T13:32:23Z,0x1cb8e8877358a7ab7fd33d10d0d08634897e118194fc398d1590de179baade01,21,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,35464.493925213621197181,23000.39485,,false
LiquidationCall,16025866,2022-11-22T13:32:35Z,0xad2b771db3e8b7b1c79010dea853adfc4d7dd4c20f5fde3d69e5343b929e6dfb,91,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x9bae78d1c67826cde91b20b49690589ed0879fc7,99994,64850.819175,,false
LiquidationCall,16025867,2022-11-22T13:32:47Z,0x9fd4a859337f0fe28eb87a5c48fbfe531a0f78eb20c4fbe0b110a8a8fff7818b,26,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,145277.49719956750308575,94219.300169,,false
LiquidationCall,16025869,2022-11-22T13:33:11Z,0x915f07ebadbc5a1a8a6cc898b5ffa46a802289bd5a10c330f828ade06bc29648,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,265314.907815392706445787,172069.215265,,false
LiquidationCall,16025871,2022-11-22T13:33:35Z,0xaae24c29fff67298aa107b5781d8c321685de99a72e5e0952bb406c22f50462e,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,255522.141517615243768537,165718.145036,,false
LiquidationCall,16025871,2022-11-22T13:33:35Z,0xa2f1fe630126f7a26af65d48af7c6def6b1e3908cdc0788964e8ee0a9c31b29a,64,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xcda3d75a1a247bf3fa9efd0727db54d7cf0c90c2,33153.335671561844032176,21501.499856,,false
LiquidationCall,16025872,2022-11-22T13:33:47Z,0x992d4ffec87d88b4f0b0b5eea3e90adaf6b2a0b835e49a44e37978c96191f628,23,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,366995.924992908085525049,238014.144546,,false
LiquidationCall,16025872,2022-11-22T13:33:47Z,0x90021c2208479d0801598dc386133d349beb67a17ff664c4b2f999a1f9764485,33,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,35783.02644488728944101,23206.978193,,false
LiquidationCall,16025872,2022-11-22T13:33:47Z,0xa11fe081d5fe69ce66fdd3f2a4e46a03252cd66a0ee2b704ca54cf60346f8321,102,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xe3b9ed955bf1c8c520bb9420abac6e62bb110b29,76506.874339281541000441,49618.311833,,false
LiquidationCall,16025873,2022-11-22T13:33:59Z,0x20ffa7ab7b42415eceb97f9437bdfc85b800f68765e7c8769c8ac046c1473612,41,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,3283.314046781255863387,2129.383818,,false
LiquidationCall,16025874,2022-11-22T13:34:23Z,0x6c87487c563d85af3794acb7ad0b43fc3d1992fcaa1deb9be75516733f51cc1f,37,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,311778.099308262805190275,202202.783577,,false
LiquidationCall,16025874,2022-11-22T13:34:23Z,0xff91f3b16f53e23da844a37eba7a812b5fd5c66494bbeaee2e6ee20a853f5dd0,54,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,18684.072791112020676615,12117.50131,,false
LiquidationCall,16025874,2022-11-22T13:34:23Z,0xff91f3b16f53e23da844a37eba7a812b5fd5c66494bbeaee2e6ee20a853f5dd0,70,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,8545.974663978766276517,5542.467124,,false
LiquidationCall,16025874,2022-11-22T13:34:23Z,0xff91f3b16f53e23da844a37eba7a812b5fd5c66494bbeaee2e6ee20a853f5dd0,87,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,11112.951218458370232238,7207.272336,,false
LiquidationCall,16025874,2022-11-22T13:34:23Z,0xff91f3b16f53e23da844a37eba7a812b5fd5c66494bbeaee2e6ee20a853f5dd0,103,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,1293.361509034732887267,838.805861,,false
LiquidationCall,16025875,2022-11-22T13:34:35Z,0x6452f15270260f1ee2d2dc5ebe839ba8f664f621d714698dbf7c9d2ba757852e,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,243574.056070381549172387,157969.248814,,false
LiquidationCall,16025875,2022-11-22T13:34:35Z,0x80a612a0d2b2ac1e659d47a32ac5c958b2d0aefe24dc8f10c1cede68a7e38afc,47,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,21952.16209391195266528,14237.011165,,false
LiquidationCall,16025875,2022-11-22T13:34:35Z,0x80a612a0d2b2ac1e659d47a32ac5c958b2d0aefe24dc8f10c1cede68a7e38afc,63,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,17632.147672342692333896,11435.27832,,false
LiquidationCall,16025875,2022-11-22T13:34:35Z,0x80a612a0d2b2ac1e659d47a32ac5c958b2d0aefe24dc8f10c1cede68a7e38afc,79,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,4184.45814606244298337,2713.818214,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0xe7f4934a863787e972b1f4398e481713e197ff7ea35050476affd5600d16bc67,16,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,128723.700967091748329978,83483.383552,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x35b010baeb48dc3497528a8c954113ccd95feb13ab74571a122c6631e2382911,33,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,128922.4302651589041998,83612.268863,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x04660cc01be426a27abd5c94ba4d52732e5d7e09aaeab05f3671a15789065393,89,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,22074.545117058357089657,14316.38232,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x04660cc01be426a27abd5c94ba4d52732e5d7e09aaeab05f3671a15789065393,105,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,11985.89640576012656135,7773.418409,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x04660cc01be426a27abd5c94ba4d52732e5d7e09aaeab05f3671a15789065393,122,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,15768.016622984235799454,10226.301525,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x04660cc01be426a27abd5c94ba4d52732e5d7e09aaeab05f3671a15789065393,138,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,4544.945180195861463547,2947.611037,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x86db8a10ff29082ddcdbe81b16b0dbba971015aeebd9fa96fd9b96187fe5eaf6,161,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,20781.964581761608306788,13478.082956,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x7e7decd9692e4008bf94ece2bc045563efbe3abf82181792de3640942922745b,187,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e,15717.497929025092973146,10193.537773,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x79f92aaf8f6a388e290cc9eba021564fdbcb2861724f3441d20eb63b530fc811,294,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x0000000000bb00d4f9ace884c5709edfcf587e1c,241083.077211176646149685,156353.731688,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x79f92aaf8f6a388e290cc9eba021564fdbcb2861724f3441d20eb63b530fc811,310,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x0000000000bb00d4f9ace884c5709edfcf587e1c,17178.773322255987629667,11141.243698,,false
LiquidationCall,16025876,2022-11-22T13:34:47Z,0x79f92aaf8f6a388e290cc9eba021564fdbcb2861724f3441d20eb63b530fc811,326,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x0000000000bb00d4f9ace884c5709edfcf587e1c,3979.941314910066736991,2581.179416,,false
LiquidationCall,16025878,2022-11-22T13:35:11Z,0x121619bedcfe7f3d9ac24047e33fcb4e00bb0811fe0bcca0b6f59ad12c56d1f9,40,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,176461.622228454465650278,114443.674165,,false
LiquidationCall,16025879,2022-11-22T13:35:23Z,0x9d3584e7e406119c0571c7f334d4cdb430d405bfe9d0076bdf4a4676f4bd6db2,23,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,14232.618591693508991153,9230.523578,,false
LiquidationCall,16025882,2022-11-22T13:35:59Z,0x4f6412d29418ccb550300a63306ade29788ef65bb1b4194996f8d37156ea0d83,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,237832.180780037423331492,154245.37222,,false
LiquidationCall,16025884,2022-11-22T13:36:23Z,0xdc724e3d7a7a23b040b4d6bd6f66bbee90b31455ec569ed9cbb97bd76aeac049,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,328660.757812512137082507,213151.982867,,false
LiquidationCall,16025885,2022-11-22T13:36:35Z,0x42169a64139adb6b596b94344003bf0343551c266da6dbbba2c497d5d85fd086,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,341763.324163173001809781,221649.614337,,false
LiquidationCall,16025885,2022-11-22T13:36:35Z,0xa1676d4add2752ba31258c5d1d2996355958fe92430a080ccc85006ba8b39da7,30,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xcda3d75a1a247bf3fa9efd0727db54d7cf0c90c2,32135.853705405303658719,20841.614873,,false
LiquidationCall,16025886,2022-11-22T13:36:47Z,0xf924951ef05f342f0ef106735946979cdc4a051de09b709a900f05ab6bef192a,26,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,155889.382660657783704881,101101.607759,,false
LiquidationCall,16025887,2022-11-22T13:36:59Z,0xb4b4fe6ac68c2c912730a9d56507d379473b561fbb3b62028ef17a077e0afdc9,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,255639.193551439426757112,165794.058794,,false
LiquidationCall,16025887,2022-11-22T13:36:59Z,0xf3ea01888b190e278bcfe2373d75ed36a060103af1f7eda54b840d1798104cbe,38,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xcda3d75a1a247bf3fa9efd0727db54d7cf0c90c2,31941.776329736234087104,20715.746553,,false
LiquidationCall,16025888,2022-11-22T13:37:11Z,0x6d02aa70a342611b7d53cff8ac829a7d98eb126f9a5fd5d3eb2a2e26bb536134,34,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,173806.441628588713697785,112721.664475,,false
LiquidationCall,16025888,2022-11-22T13:37:11Z,0x11964562090522a274b6cf362bfee9013cd59a85205a132614ff5fa76808d2d3,58,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,160987.931121640635598145,104408.256601,,false
LiquidationCall,16025889,2022-11-22T13:37:23Z,0xd66e60220118ca6fd4d41dafce4a0e3230da453f774a16b83e8875c10e655f0a,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,365047.916885301534254703,236750.769528,,false
LiquidationCall,16025889,2022-11-22T13:37:23Z,0xe6e8d83e07da122013e8ed16c12249985856df9d5056d9609807e6769e1b076d,33,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0xcda3d75a1a247bf3fa9efd0727db54d7cf0c90c2,19599.109616488706996528,12710.945794,,false
LiquidationCall,16025890,2022-11-22T13:37:35Z,0x8daf67bc04c474b45c616f1fdae9b38242d834d697b89bad9826d13959439b5f,33,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,56370.175526030196566634,36558.714121,,false
LiquidationCall,16025890,2022-11-22T13:37:35Z,0x7f6ece1e645d295a3a681d2fd25ced3f89077b4919dd9bb31970b5c4b6b34590,54,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,54615.621043191479245432,35420.802892,,false
LiquidationCall,16025891,2022-11-22T13:37:47Z,0xcc9406b510a7f8a098b6f71868c45804bfdaf1045c3bcbe393025e28092aace7,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,420235.378790788550104691,272542.438156,,false
LiquidationCall,16025892,2022-11-22T13:37:59Z,0x509743941bca98e02f64e265b24bb6b3c62c9e98f6193be5669591146a079fd4,26,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,205676.363204333088125797,133390.809836,,false
LiquidationCall,16025893,2022-11-22T13:38:11Z,0x10e078197cc3987074d869a36a6c3cab2961dcb79c897c6dbe7a965df84754a3,23,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x7719494eb8f3ca261f5c806d754853dc5ce2edf7,505179.117671559363056363,327632.454059,,false
LiquidationCall,16025893,2022-11-22T13:38:11Z,0xa1967f15745fbd79cd9ea3dc2b13e89865e55812ea47af976888408bfbd95240,73,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x6c6b87d44d239b3750bf9badce26a9a0a3d2364e,205676.363204333088125797,133390.809836,,false
LiquidationCall,16025894,2022-11-22T13:38:23Z,0xd01e56dab4a499646367b8d14fff9cad6b6b486735231f6a202dae4bf580cc00,16,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,48766.748445168372084537,31627.533503,,false
LiquidationCall,16025894,2022-11-22T13:38:23Z,0x5c57f518d660f039f411451b594bb12034ab88f4e91135b809fec8ef1a0fefea,313,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x4f381fb46dfde2bc9dcae2d881705749b1ed6e1a,100000,64854.710457,,false
LiquidationCall,16025895,2022-11-22T13:38:35Z,0x5bd902c6ec65c6c1efe861203a54d80c3e1df763551051a8a4d9a4c30714cdaa,19,0xD533a949740bb3306d119CC777fa900bA034cd52,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57e04786e231af3343562c062e0d058f25dace9e,,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,472967.409999919692995889,306741.644315,,false
