price,trade_count
0.0864,34
0.08637,31
0.08642,24
0.08641,21
0.08638,20
0.08652,19
0.08651,16
0.08639,15
0.08645,15
0.08633,14
0.08644,14
0.08655,14
0.08629,13
0.08632,13
0.08643,13
0.08648,13
0.0865,13
0.08654,13
0.08659,13
0.08649,12
