symbol,date,source_url
CELRUSDT,2026-06-11,https://data.binance.vision/data/spot/daily/aggTrades/CELRUSDT/CELRUSDT-aggTrades-2026-06-11.zip
GMXUSDT,2026-06-11,https://data.binance.vision/data/spot/daily/aggTrades/GMXUSDT/GMXUSDT-aggTrades-2026-06-11.zip
FLOKIUSDT,2026-06-11,https://data.binance.vision/data/spot/daily/aggTrades/FLOKIUSDT/FLOKIUSDT-aggTrades-2026-06-11.zip
DYDXUSDT,2026-06-11,https://data.binance.vision/data/spot/daily/aggTrades/DYDXUSDT/DYDXUSDT-aggTrades-2026-06-11.zip
TUSDUSDT,2026-06-11,https://data.binance.vision/data/spot/daily/aggTrades/TUSDUSDT/TUSDUSDT-aggTrades-2026-06-11.zip
