date,srm_usd,source
2022-11-01,0.768115,https://coins.llama.fi/prices/historical/1667260800/coingecko:serum
2022-11-08,0.745115,https://coins.llama.fi/prices/historical/1667865600/coingecko:serum
2022-11-10,0.320439,https://coins.llama.fi/prices/historical/1668038400/coingecko:serum
2022-11-13,0.346567,https://coins.llama.fi/prices/historical/1668297600/coingecko:serum
2022-11-29,0.2483916050596243,https://coins.llama.fi/prices/historical/1669680000/coingecko:serum
2022-12-01,0.24446034839173675,https://coins.llama.fi/prices/historical/1669852800/coingecko:serum
