timestamp_utc,price,trade_count
2026-06-08T17:51:52.524+00:00,63446.27,8
2026-06-08T17:51:58.180+00:00,63468.42,6
2026-06-08T17:51:38.336+00:00,63443.12,5
2026-06-08T17:51:55.719+00:00,63468.42,5
2026-06-08T17:52:10.418+00:00,63454.02,5
2026-06-08T17:51:40.071+00:00,63443.12,4
2026-06-08T17:52:10.423+00:00,63452.82,4
2026-06-08T17:52:22.934+00:00,63456.89,4
2026-06-08T17:52:28.363+00:00,63453.73,4
2026-06-08T17:52:45.027+00:00,63472.79,4
