timestamp_utc,price,trade_count
2026-06-08T17:50:27.374+00:00,1.168,49
2026-06-08T17:52:45.986+00:00,1.17,15
2026-06-08T17:50:05.251+00:00,1.17,9
2026-06-08T17:49:30.047+00:00,1.168,8
2026-06-08T17:47:59.318+00:00,1.167,7
2026-06-08T17:48:28.892+00:00,1.168,7
2026-06-08T17:50:05.251+00:00,1.169,7
2026-06-08T17:48:35.541+00:00,1.168,5
2026-06-08T17:48:35.548+00:00,1.168,5
2026-06-08T17:49:18.719+00:00,1.168,5
