date,entity,metric,value,unit,source
2025-03-18,Four.Meme,reported exploit loss,120000,USD,https://www.btcc.com/en-US/square/99bitcoinsEN/183333
2025-03-18,Four.Meme,reported exploit loss,120000,USD,https://www.panewslab.com/en/articles/sfh2sqa9
2025-03-18,Four.Meme,reported exploit loss,120000,USD,https://cybermaterial.com/four-meme-attack-results-in-120k-loss/
2025-03-18,Four.Meme,reported attacker proceeds,192,BNB,https://www.btcc.com/en-US/square/99bitcoinsEN/183333
2025-03-18,SBL token,reported sandwich profit example,21.1,BNB,https://www.btcc.com/en-US/square/99bitcoinsEN/183333
2025-03-18,Four.Meme,reported launch function resumed,2025-03-18,date,https://www.btcc.com/en-US/square/99bitcoinsEN/183333
2025-03-18,Four.Meme,reported prior February exploit loss,183000,USD,https://www.btcc.com/en-US/square/99bitcoinsEN/183333
