datetime,block,tx_hash,tx_index,log_index,reserve,user,amount_usdc,amount_usdc_raw
2022-11-13T17:24:47.000Z,15962578,0x8c35263bd033c2edcbd011a833d6051b1bafd7a400d075acd180ac3a1e9c3f6e,92,187,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x57e04786e231af3343562c062e0d058f25dace9e,38956974.57249,38956974572490
2022-11-22T08:12:59.000Z,16024283,0x4be0559c5c455da6fbcfff2489f83b3704ad3726e0aa9029a5f326520d202d0f,88,234,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x57e04786e231af3343562c062e0d058f25dace9e,13267782.676927,13267782676927
2022-11-22T11:10:47.000Z,16025165,0x2c047ea093ae0577cd9f4e51573b50d3593f93b0c1524e67d245fdea25accaaa,127,288,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x57e04786e231af3343562c062e0d058f25dace9e,3627771.8533,3627771853300
2022-11-22T11:21:23.000Z,16025216,0x2a233befbe3cd260228f21ede784a43e654d93bf59ffdf28215eeb500ded399d,107,185,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x57e04786e231af3343562c062e0d058f25dace9e,5980308.7744,5980308774400
2022-11-22T11:33:47.000Z,16025278,0x10a4b72ee2420c3ff4a8011132486d3c25a5cf89fadf0a78ee95da5e83ee08ac,102,177,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x57e04786e231af3343562c062e0d058f25dace9e,1763301.48668,1763301486680
