datetime,block,tx_hash,crv_out,crv_out_raw,usdc_in,usdc_in_raw,effective_usdc_per_crv
2022-11-22T11:10:35.000Z,16025164,0x72c6c9b362f7ca78cb992e1f128f42f2a7dd530c06b08c75f80e99620cfdab2d,167344.890893,167344890893975903614457,69448.129721,69448129721,0.415000
2022-11-22T11:10:35.000Z,16025164,0xf09258aeead81f1fefc2e37a9e10ee9facf445115f3dc0466123fda41fb4733c,98752.754371,98752754371084337349397,40982.393064,40982393064,0.415000
2022-11-22T11:10:47.000Z,16025165,0xb8834ded08513a025fd8fbc3ac7c501f0c8c012eb0c6621121f9fd8add9dad98,8059.516293,8059516293975903614457,3344.699262,3344699262,0.415000
2022-11-22T11:10:47.000Z,16025165,0xb007a882ac40846bba491307c68dd481c0ab44fd3bcf2f4045754f398a193f06,8063.196797,8063196797590361445783,3346.226671,3346226671,0.415000
2022-11-22T11:10:47.000Z,16025165,0xdcea6c3f49da1f063eb8e48b1022c99751c35c12c1bb9b47859212038c503f17,2850.666265,2850666265060240963855,1183.0265,1183026500,0.415000
2022-11-22T11:10:59.000Z,16025166,0x5da8a0d6f0d1fcc5d72c55c1b7feceeeb0d424c0d3a9fe2a9643def1d6c2afcf,16184.047922,16184047922891566265060,6716.379888,6716379888,0.415000
2022-11-22T11:22:23.000Z,16025221,0x778dd2a4e16517a66bb4316f0e9c464c60ff4b46100a5cadda36e0c32e3f4028,223286.289144,223286289144186046511627,96013.104332,96013104332,0.430000
2022-11-22T11:22:23.000Z,16025221,0xd5167275ed0a456f2728c5003c9651fd00269058db15ee61d2995bba0b13c9da,7292.253118,7292253118604651162790,3135.668841,3135668841,0.430000
2022-11-22T11:22:35.000Z,16025222,0x2909500af6bf12fba96e3ba4e1323144e4e7bdafb25f1f1e73a1df0472a48e30,52631.680118,52631680118604651162790,22631.622451,22631622451,0.430000
2022-11-22T11:22:59.000Z,16025224,0xeed0373bb1eb82d5f956c616461796f7e5b6c8ad87c71afd8920e9cfa6326471,49019.827504,49019827504651162790697,21078.525827,21078525827,0.430000
2022-11-22T11:22:59.000Z,16025224,0xc215cde89a8d8e0239a9f5569a6e3a665c9dd6f1753f049c669057edbe242c89,49034.582941,49034582941860465116279,21084.870665,21084870665,0.430000
2022-11-22T11:23:23.000Z,16025226,0x77fcab38ed66ce1b665e0be6c94bba4a2c73445a11237a3b9d4c55f3b901cb18,49019.827504,49019827504651162790697,21078.525827,21078525827,0.430000
2022-11-22T11:24:11.000Z,16025230,0x34fe946258c5977be8eceaef7eff2f61b594c25d9b929b8218493fe7d662961c,60573.553782,60573553782710280373831,25925.481019,25925481019,0.428000
2022-11-22T11:25:11.000Z,16025235,0x66e9289f13de180972bf6326759cfae2dad1d2640e85c0e9702cc67673fe4486,110948.142105,110948142105140186915887,47485.804821,47485804821,0.428000
2022-11-22T11:25:47.000Z,16025238,0xb79e2045b283d6ebb1e92a3985d6961fb3765b76e2ff513ce3ea5ed009a5abfb,136027.74331,136027743310747663551401,58219.874137,58219874137,0.428000
2022-11-22T11:25:59.000Z,16025239,0xd89b6a3b00c7d7265abf67481642320b47fb654edc5ebf29786d482be2f56150,6957.702025,6957702025700934579439,2977.896467,2977896467,0.428000
2022-11-22T11:27:11.000Z,16025245,0xbcad3ceffec6a9e131c7a18a423e0d6921372fecbaf35c19972e0724034fb1df,64885.498897,64885498897196261682242,27770.993528,27770993528,0.428000
2022-11-22T11:27:23.000Z,16025246,0xe69760bc99a93af911f3f95b6b5b9532d3b8aa5b7a48621839d523b5969e0de1,61252.935775,61252935775700934579439,26216.256512,26216256512,0.428000
2022-11-22T11:27:35.000Z,16025247,0xb017f500c5078f1387e17bb2c66355f18ea00190fbeb6d017e85610323720f20,10014.272905,10014272905323039414871,4280.319,4280319000,0.427422
2022-11-22T11:28:23.000Z,16025251,0xf242c158d28020619056c0266de61ad3039f63d65f04c30b4f76c5036b89ea60,519210.280361,519210280361649123665812,222221.999995,222221999995,0.428000
2022-11-22T11:29:11.000Z,16025255,0x9047caa899e2caed46c1409c914387d996bd44af3b901838a683c50f553e696a,60598.980511,60598980511682242990654,25936.363659,25936363659,0.428000
2022-11-22T11:29:23.000Z,16025256,0x3b63260505c75d8b2eaea10ee492094c265bf53feaad57d8cc70bc64de999650,12269.868934,12269868934579439252336,5251.503904,5251503904,0.428000
2022-11-22T11:29:23.000Z,16025256,0xad7b2af01a89f684200244750d2c91baf55320df06f7c2f95ff68d1400f072c9,300000,300000000000000000000000,128549.267228,128549267228,0.428498
2022-11-22T11:29:23.000Z,16025256,0x37278e2a01618637a71011ad7d2b9573bc67f3a0b5e33f56229858bb8308b6bd,234367.700212,234367700212616822429906,100309.375691,100309375691,0.428000
2022-11-22T11:29:35.000Z,16025257,0xa734422f41174de26557cb0a1bfa24cfd9993abdce626ce12dbbc758cd696878,23701.791399,23701791399532710280373,10144.366719,10144366719,0.428000
2022-11-22T11:30:47.000Z,16025263,0x7b6ff591ccb589c5947c28010b00b6cb830b5e080785b347cd68050ad86f441e,78845.752352,78845752352803738317757,33745.982007,33745982007,0.428000
2022-11-22T11:30:59.000Z,16025264,0x8bddd3e1b288aea54d063c1242cc5145b93a49357896a67f44bfa5d4f23399a4,253616.60792,253616607920560747663551,108547.90819,108547908190,0.428000
2022-11-22T11:30:59.000Z,16025264,0x45add2090cee2a5331da3bca64f5b343361c5094f2b779fa2faca1fcf6a8405b,52069.753252,52069753252336448598130,22285.854392,22285854392,0.428000
2022-11-22T11:31:23.000Z,16025266,0x334e3f806858a04ec33e149edd87f1b1471503fc33ef6ea6bd17c29bd5b6aea3,167146.340098,167146340098130841121495,71538.633562,71538633562,0.428000
2022-11-22T11:31:47.000Z,16025268,0x7e0de604c550193b90e3c55f669fa44db0675a440f478f97e7952efb646aee64,64669.817252,64669817252336448598130,27678.681784,27678681784,0.428000
2022-11-22T11:31:59.000Z,16025269,0xd49c34e3276026e627f9918ea70e41cc20460e119c2e1b8897dfeec48335cba2,122325.733789,122325733789719626168224,52355.414062,52355414062,0.428000
2022-11-22T11:32:47.000Z,16025273,0x068f6443935309a0bfa10799ddf7c865636a9409f4b2283ab7411aab2b43d081,1167951.413221,1167951413221210000000000,499883.204859,499883204859,0.428000
2022-11-22T11:32:47.000Z,16025273,0x2b4dbbd6ddce5d38837a453380dfb96893e8f8befd1ad895d01cd59a18594a21,179799.03542,179799035420560747663551,76953.98716,76953987160,0.428000
2022-11-22T11:33:23.000Z,16025276,0x2485793e4fb2f5cc468da01f85dc7223bcd6347868f6694cbe532c3d9f534c13,519210.280373,519210280373831775700934,222222,222222000000,0.428000
2022-11-22T11:33:23.000Z,16025276,0xbf1f02cd2f1e474510076cac791275a4b6fc28cfcc12250968816451c9fb43b7,78147.8231,78147823100467289719626,33447.268287,33447268287,0.428000
2022-11-22T11:34:11.000Z,16025280,0xf0a37bdb1b7cf15ff004c9ec2a080ffcd6c8e84993a760e1394c18594899ec39,15788.737165,15788737165887850467289,6757.579507,6757579507,0.428000
2022-11-22T11:34:35.000Z,16025282,0xa4bde8cf87f6e65b8b49e45eeedc86d69a8332affa677a22dced72734f12d301,110347.318618,110347318618604651162790,47449.347006,47449347006,0.430000
2022-11-22T11:36:59.000Z,16025294,0x9fba3f8333c824659cec8d2efd8a8692daede04434698e382e4e3cf2c5668410,10377.185162,10377185162790697674418,4462.18962,4462189620,0.430000
2022-11-22T11:37:11.000Z,16025295,0x7833967839bc53012e241b2e24c331e13b02775a41f67ca43f43e102366da99d,143169.202993,143169202993023255813953,61562.757287,61562757287,0.430000
2022-11-22T11:38:11.000Z,16025300,0x4da66164d0d8ab216580d345efdc139258128a2153bdb4fb2db955c5a191f475,5618.985981,5618985981395348837209,2416.163972,2416163972,0.430000
2022-11-22T11:53:47.000Z,16025376,0xb895eb5f8d72a967cc6c8f2d0ccb5214f0dd07392ce0d5a5b042825711ed6b5e,291.217119,291217119121770610688,125.223362,125223362,0.430000
