datetime,block,tx_hash,tx_index,log_index,token,direction,counterparty,amount,amount_raw
2022-11-14T07:29:23.000Z,15966788,0x31d89dfab685bd5a0c3c4503dd92c0d415b28d12477c8af07cc82f0e570f82cf,7,20,CRV,from_user,0xc563c201fd129d0851ad03759f260c210c02780b,43225.498176,43225498176859504132231
2022-11-14T07:29:23.000Z,15966788,0x5058a4222d226e2db9cf3a89cd6f0085de1baa970d5b67b9b1d1480ee60f34b9,67,128,USDC,to_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,15000,15000000000
2022-11-14T07:29:23.000Z,15966788,0x5058a4222d226e2db9cf3a89cd6f0085de1baa970d5b67b9b1d1480ee60f34b9,67,129,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,24793.388429,24793388429752066115702
2022-11-14T07:29:35.000Z,15966789,0x4ee922b8c83fdb9f6aa0969106f9bc7ad00bfb6d348ecfcc0e8530ce3246d167,125,316,USDC,to_user,0xf021f084477242fe6835c67234b4345de4db19e1,4000,4000000000
2022-11-14T07:29:35.000Z,15966789,0x4ee922b8c83fdb9f6aa0969106f9bc7ad00bfb6d348ecfcc0e8530ce3246d167,125,317,CRV,from_user,0x1111111254fb6c44bac0bed2854e76f90643097d,6611.570247,6611570247933884297520
2022-11-14T07:29:47.000Z,15966790,0x71352162ebce8a86cfd2503b74d5e7737d18b6b30010aeac57bb2a2dc9445c6c,21,133,USDC,to_user,0xc563c201fd129d0851ad03759f260c210c02780b,21876.368224,21876368224
2022-11-14T07:29:47.000Z,15966790,0x71352162ebce8a86cfd2503b74d5e7737d18b6b30010aeac57bb2a2dc9445c6c,21,134,CRV,from_user,0xc563c201fd129d0851ad03759f260c210c02780b,36159.28632,36159286320661157024793
2022-11-14T07:30:47.000Z,15966795,0x7a6b760daa5d895e6afe1f32e5ba905ab56f7fe09cf871b3bbf7410c8b8b701d,65,101,USDC,to_user,0xf021f084477242fe6835c67234b4345de4db19e1,9983.767564,9983767564
2022-11-14T07:30:47.000Z,15966795,0x7a6b760daa5d895e6afe1f32e5ba905ab56f7fe09cf871b3bbf7410c8b8b701d,65,102,CRV,from_user,0xf021f084477242fe6835c67234b4345de4db19e1,16502.095147,16502095147107438016528
2022-11-14T07:31:35.000Z,15966799,0xaf83050d71ecc9be054ebc5666a3b43032489d368523b0519a0d9908242be02c,26,28,USDC,to_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,77644.906867,77644906867
2022-11-14T07:31:35.000Z,15966799,0xaf83050d71ecc9be054ebc5666a3b43032489d368523b0519a0d9908242be02c,26,29,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,128338.689036,128338689036363636363636
2022-11-14T07:31:35.000Z,15966799,0xff5ed16d110a76909111d2aa65445eeb4f39d83b95326e76b870a8b1e9c184de,42,51,USDC,to_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,15000,15000000000
2022-11-14T07:31:35.000Z,15966799,0xff5ed16d110a76909111d2aa65445eeb4f39d83b95326e76b870a8b1e9c184de,42,52,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,24793.388429,24793388429752066115702
2022-11-14T07:36:11.000Z,15966822,0x024bb63b843bd9702d0cfb7374a829c4cbebc3f34140027d9565ade3f70bd77e,67,127,USDC,to_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,6875.522741,6875522741
2022-11-14T07:36:11.000Z,15966822,0x024bb63b843bd9702d0cfb7374a829c4cbebc3f34140027d9565ade3f70bd77e,67,128,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,11364.500398,11364500398347107438016
2022-11-14T07:36:35.000Z,15966824,0x9bb173b31f2e296abb4ac9e0b842faf06a6226826f600364ea04cc2cd3dcc609,81,120,USDC,to_user,0xf021f084477242fe6835c67234b4345de4db19e1,3600,3600000000
2022-11-14T07:36:35.000Z,15966824,0x9bb173b31f2e296abb4ac9e0b842faf06a6226826f600364ea04cc2cd3dcc609,81,121,CRV,from_user,0x1111111254fb6c44bac0bed2854e76f90643097d,5950.413223,5950413223140495867768
2022-11-14T13:33:11.000Z,15968595,0xca6ff9bba1c151350cdff6236f3ddd96501ef3fca4dd4d2180d309b2a9074326,7,1,CRV,from_user,0x3b17056cc4439c61cea41fe1c9f517af75a978f7,200000,200000000000000000000000
