price,trade_count
1684.3,26
1684.2,19
1684.11,16
1683.36,15
1684.5,14
1684.01,13
1684.02,12
1684.12,12
1684.21,12
1684.1,11
1684.26,11
1684.33,10
1684.03,10
1684.39,9
1684.16,9
1684.32,9
1684.15,8
1684.49,8
1683.9,8
1683.91,8
