timestamp_utc,price,trade_count
2026-06-08T17:52:15.830+00:00,1684.03,5
2026-06-08T17:51:14.140+00:00,1684.54,4
2026-06-08T17:51:24.581+00:00,1683.9,4
2026-06-08T17:51:54.713+00:00,1684.74,4
2026-06-08T17:52:33.128+00:00,1683.36,4
2026-06-08T17:52:49.010+00:00,1684.33,4
2026-06-08T17:50:52.183+00:00,1684.01,3
2026-06-08T17:50:53.606+00:00,1684.5,3
2026-06-08T17:51:02.970+00:00,1684.21,3
2026-06-08T17:51:28.743+00:00,1684.2,3
