case_id,block,timestamp_utc,phase,tx_hash,tx_index,searcher_or_victim,executor_or_router,swap_usdc_amount0,swap_usdt_amount1,tick_after,tick_implied_usdt_per_usdc,gas_fee_eth,builder_fee_recipient_payment_eth,victim_shortfall_vs_1_to_1_usd,source_url
A,22029751,2025-03-12T09:00:11Z,front,0x14194bc2f2daac35057c4d6f45c7fa86af2f7e2e941abd60b0bb26131fea4266,0,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,18152106.428339,-17104991.623924,-35709,0.028136,0.001814582780,0,,https://etherscan.io/tx/0x14194bc2f2daac35057c4d6f45c7fa86af2f7e2e941abd60b0bb26131fea4266
A,22029751,2025-03-12T09:00:11Z,victim,0xb403f921671c5f1494153f0b9543a0650ff1212a4b557f2ea53455107c94215c,1,0xdde99ae4a2177e9a5c99d14aa9baae5706a42a6d,0xe592427a0aece92de3edee1f18e0157c05861564,142514.609972,-3658.706929,-37540,0.023428,0.000108525144,0,138855.903043,https://etherscan.io/tx/0xb403f921671c5f1494153f0b9543a0650ff1212a4b557f2ea53455107c94215c
A,22029751,2025-03-12T09:00:11Z,back,0x729c3a86c1bd2f144161d33bc3a1a75d1cf70cbb263bc6ec6437c7301a1a61fd,2,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,-18149972.689368,16967510.182386,1,1.000100,0.001834509915,63.641261313491,,https://etherscan.io/tx/0x729c3a86c1bd2f144161d33bc3a1a75d1cf70cbb263bc6ec6437c7301a1a61fd
B,22029756,2025-03-12T09:01:11Z,front,0x7fae574aac9a3cd8f0e82597f9424c55bd64fa98f7ca50f5cc0f7cd4de137b40,0,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,18047650.322656,-16996486.341528,-35765,0.027978,0.001632831096,0,,https://etherscan.io/tx/0x7fae574aac9a3cd8f0e82597f9424c55bd64fa98f7ca50f5cc0f7cd4de137b40
B,22029756,2025-03-12T09:01:11Z,victim,0x636ca7a5f63a6698c82e860e610363e75d97184403fa06f9907243a84e25b68a,1,0x999b9117d378434ea4b4b1042bc056b7dd81d215,0xe592427a0aece92de3edee1f18e0157c05861564,131398.034741,-3378.316721,-37455,0.023628,0.000097668310,0,128019.718020,https://etherscan.io/tx/0x636ca7a5f63a6698c82e860e610363e75d97184403fa06f9907243a84e25b68a
B,22029756,2025-03-12T09:01:11Z,back,0x5b591bca885d5e82a9ff89a24c41ec9f83ba01aa0ffc9101cfa5c742eeaacc4a,2,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,-17841821.470170,16666081.209964,1,1.000100,0.001651880237,58.248347375831,,https://etherscan.io/tx/0x5b591bca885d5e82a9ff89a24c41ec9f83ba01aa0ffc9101cfa5c742eeaacc4a
C,22029771,2025-03-12T09:04:11Z,front,0xde5aa0c1521d97a48496f10bb8aff364e490c8fc3a4f5d9d587538f15d80cd36,0,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,18648272.457608,-17581366.029733,-35980,0.027383,0.002135298170,0,,https://etherscan.io/tx/0xde5aa0c1521d97a48496f10bb8aff364e490c8fc3a4f5d9d587538f15d80cd36
C,22029771,2025-03-12T09:04:11Z,victim,0xee9fcd2b9996e96b642cb4cda47fc140f98fdaf07ee02657743d4bfcc4670106,1,0x5a89d0400ab44bf82dc39f54ed4943d40906ec5d,0xe592427a0aece92de3edee1f18e0157c05861564,220806.389669,-5272.998058,-38716,0.020829,0.000148620746,0,215533.391611,https://etherscan.io/tx/0xee9fcd2b9996e96b642cb4cda47fc140f98fdaf07ee02657743d4bfcc4670106
C,22029771,2025-03-12T09:04:11Z,back,0x3e72f3ad09d87149ce372e5f35eeb8012fed05f52bef45fb85fdacc0057a943c,2,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,-18600117.682374,17321265.264345,1,1.000100,0.002203343518,100.558534716115,,https://etherscan.io/tx/0x3e72f3ad09d87149ce372e5f35eeb8012fed05f52bef45fb85fdacc0057a943c
